Ticker,Name,Sector,Industry,Price,MarketCap,PriceChg1Y,PriceChg3Y,PriceChg5Y,PriceChg10Y,Sales_D,Sales_Pct,Profits_D,Profits_Pct,Q,P,O,Score_Sector,Score_Sector_Adj,Score_Ind,Score_Ind_Adj,Rank_Sales_D,Rank_Price3Y,Rank_Sales_TotalShare,Rank_Profits_D,Rank_Sales_D_Sec,Rank_Price3Y_Sec,Rank_Sales_D_Ind,Rank_Price3Y_Ind,Sales_D_SecShare,Sales_D_IndShare,OnGRNJ
ALM,Almonty Industries Inc.,Materials,Metals and Mining,17.21,4964.75,2.8849,2.1875,0.7148,,39.814824945295406,1.5538201772899956,193.72,-1.6422516107154967,0.5,2.0,4,349.6666666666667,349.6666666666667,19.666666666666668,19.666666666666668,1006.0,2.0,1276.0,158.0,42.0,1.0,16.0,1.0,0.001237379136657786,0.0026340024088118263,False
GLXY,Galaxy Digital Inc.,Financials,Capital Markets,24.76,9678.41,-0.0685,0.8792,0.0311,,55147.50982470849,-0.04871220540823684,-1.4399999999999977,0.005966438781852101,0.5,1.0,2,2.0,2.0,1.0,1.0,1.0,40.0,10.0,883.0,1.0,4.0,1.0,1.0,0.3002766681722263,0.5272131806549788,True
AXTI,AXT Inc.,Information Technology,Semiconductors and Semiconductor Equipment,67.397,4326.63,21.1701,2.043,0.4896,0.3212,39.43222755640902,0.42092154420921557,25.310000000000002,-1.1904985888993416,0.75,3.0,4,384.6666666666667,384.6666666666667,58.0,58.0,1008.0,3.0,1262.0,604.0,145.0,1.0,28.0,1.0,0.0004143780733069841,0.005846430578985211,False
SMCI,Super Micro Computer Inc.,Information Technology,Technology Hardware Storage and Peripherals,38.727,25442.3,-0.118,0.113,0.6026,0.3375,17091.60366331065,0.7778535811877276,1181.6,1.1265671926395577,0.8571428571428571,6.0,7,31.0,1000.0,2.0,1000.0,6.0,598.0,24.0,18.0,1.0,86.0,1.0,4.0,0.17960907193481998,0.7539329246487672,False
DAVE,Dave Inc.,Financials,Consumer Finance,360.136,4593.72,0.6809,2.7042,0.0237,,210.59476216107112,0.16144573965137687,26.769999999999982,0.13667228263644238,1.0,1.0,1,238.0,238.0,45.0,45.0,592.0,1.0,1128.0,594.0,121.0,1.0,13.0,1.0,0.00114668266467974,0.030700927603428126,False
BG,Bunge Global SA,Consumer Staples,Food Products,125.07,24028.34,0.5189,0.0362,0.1043,0.0728,40958.201240791,0.3055638499054445,191.0,0.23406862745098045,1.0,2.0,2,7.333333333333333,7.333333333333333,2.6666666666666665,2.6666666666666665,2.0,814.0,4.0,160.0,1.0,19.0,1.0,6.0,0.5804347428352176,0.8707685626070046,False
CNC,Centene Corporation,Health Care,Health Care Providers and Services,65.566,32389.28,1.0968,0.0008,0.0188,0.0696,20658.170355941198,0.023576363460894312,1574.0,-0.23584057536709624,1.3333333333333333,4.0,3,45.333333333333336,45.333333333333336,8.666666666666666,8.666666666666666,4.0,900.0,1.0,8.0,1.0,131.0,1.0,24.0,0.3132173738846502,0.522419905849496,False
SNEX,StoneX Group Inc.,Financials,Capital Markets,69.25,8352.71,0.6197,0.5659,0.3959,0.2496,26373.866688818744,0.19012327947702667,221.0,0.7224583197123244,1.5,3.0,2,4.666666666666667,4.666666666666667,2.3333333333333335,2.3333333333333335,3.0,101.0,2.0,132.0,2.0,9.0,2.0,3.0,0.14360497584224008,0.25213559392581375,False
SUN,Sunoco LP,Energy,Oil Gas and Consumable Fuels,77.881,10661.65,0.5416,0.2006,0.1608,0.1009,17992.148685502347,0.5706122772905837,634.0,1.2030360531309299,2.5,5.0,2,10.0,10.0,6.666666666666667,6.666666666666667,5.0,402.0,22.0,43.0,1.0,24.0,1.0,18.0,0.21691058477585504,0.225293599150818,False
WGS,GeneDx Holdings Corp.,Health Care,Health Care Providers and Services,85.451,2548.37,-0.3217,1.6357,-0.2188,,92.10341731781216,0.06289469991111929,-85.34,4.059942911512845,2.5,5.0,2,318.3333333333333,318.3333333333333,41.666666666666664,41.666666666666664,860.0,5.0,1193.0,1185.0,94.0,1.0,30.0,1.0,0.0013964639656381993,0.00232918297092802,False
ASTS,AST SpaceMobile Inc.,Communication Services,Diversified Telecommunication Services,62.837,24454.12,0.6721,1.5323,0.4001,,110.4079600660192,0.6257755217146079,-276.82,0.80955723226297,3.0,6.0,2,281.6666666666667,281.6666666666667,10.333333333333334,10.333333333333334,816.0,6.0,1266.0,1287.0,28.0,1.0,2.0,1.0,0.005344318132034701,0.04391991938142933,False
AUGO,Aura Minerals Inc.,Materials,Metals and Mining,84.747,7104.92,1.5869,1.3542,0.4771,0.5471,608.170290314067,0.39744827661028714,377.95000000000005,-4.763675321401562,3.0,9.0,3,95.33333333333333,95.33333333333333,11.666666666666666,11.666666666666666,262.0,9.0,900.0,76.0,22.0,2.0,11.0,2.0,0.01890093023901783,0.04023431000528174,False
PLSE,Pulse Biosciences Inc.,Health Care,Health Care Equipment and Supplies,55.096,3929.59,2.7303,1.2682,0.2154,0.248,,2.4,-7.280000000000001,0.10002748007694429,3.3333333333333335,10.0,3,483.0,483.0,62.0,62.0,1291.0,10.0,1306.0,928.0,154.0,4.0,31.0,1.0,,,False
PAA,Plains All American Pipeline L.P.,Energy,Oil Gas and Consumable Fuels,25.755,18171.86,0.481,0.2044,0.2163,-0.0085,5695.661201211908,0.18171343364511316,1330.0,0.9268292682926829,3.5,14.0,4,13.333333333333334,13.333333333333334,7.666666666666667,7.666666666666667,14.0,394.0,15.0,13.0,3.0,23.0,3.0,17.0,0.06866601779672485,0.07131977586416188,False
PRAX,Praxis Precision Medicines Inc.,Health Care,Biotechnology,340.874,9517.2,7.4731,1.5316,0.0162,,,,-35.860000000000014,0.11824446862531746,3.5,7.0,2,482.3333333333333,482.3333333333333,68.33333333333333,68.33333333333333,1291.0,7.0,1315.0,1084.0,154.0,2.0,50.0,1.0,,,False
SUNC,SunocoCorp LLC,Energy,Oil Gas and Consumable Fuels,82.753,4263.2,,,,,16888.074876734318,0.5706122772905837,-144.0,-0.3116883116883117,3.5,7.0,2,25.333333333333332,1000.0,17.666666666666668,1000.0,7.0,1235.0,22.0,1233.0,2.0,67.0,2.0,49.0,0.2036000402888283,0.21146863769382812,False
SNX,TD SYNNEX Corporation,Information Technology,Electronic Equipment Instruments and Components,259.466,20746.58,0.7104,0.3774,0.1698,0.0973,9757.408379494242,0.11611265037853524,308.5400000000001,0.37278592658821275,4.0,8.0,2,16.333333333333332,16.333333333333332,4.333333333333333,4.333333333333333,8.0,188.0,6.0,90.0,2.0,39.0,1.0,10.0,0.10253684195193496,0.2123912221394516,False
QBTS,D-Wave Quantum Inc.,Information Technology,Software,16.928,6304.66,0.0554,1.6413,0.1166,,-9.853972750089635,-0.49450996339975606,106.36000000000001,-0.2995550047879232,4.0,4.0,1,431.0,431.0,81.33333333333333,81.33333333333333,1122.0,4.0,1292.0,270.0,169.0,2.0,74.0,1.0,-0.0001035515996848117,-0.0007393318848611743,False
KOD,Kodiak Sciences Inc.,Health Care,Biotechnology,32.854,2060.69,2.3783,1.4928,-0.1936,,,,-12.02000000000001,0.052267687089620374,4.0,8.0,2,482.6666666666667,482.6666666666667,68.66666666666667,68.66666666666667,1291.0,8.0,1315.0,958.0,154.0,3.0,50.0,2.0,,,False
TTMI,TTM Technologies Inc.,Information Technology,Electronic Equipment Instruments and Components,123.815,13043.77,1.5049,1.1203,0.556,0.2808,730.260311152912,0.16197347867076806,59.33000000000001,0.334347703578473,4.666666666666667,14.0,3,79.0,79.0,8.333333333333334,8.333333333333334,218.0,14.0,532.0,396.0,16.0,3.0,8.0,1.0,0.007674024002707385,0.015895704467146898,False
ARW,Arrow Electronics Inc.,Information Technology,Electronic Equipment Instruments and Components,216.06,10998.63,0.7005,0.1952,0.1349,0.1323,7424.355398651329,0.16438692714535486,240.34000000000003,0.420711747509934,5.0,10.0,2,26.333333333333332,26.333333333333332,6.333333333333333,6.333333333333333,10.0,406.0,26.0,125.0,3.0,66.0,2.0,14.0,0.07801968786162104,0.16160724809172386,False
LQDA,Liquidia Corporation,Health Care,Pharmaceuticals,67.195,6014.55,1.4623,1.1129,0.8985,,431.58790799820025,1.848092470944922,207.53000000000003,-3.0111723737666862,5.333333333333333,16.0,3,138.66666666666666,138.66666666666666,14.333333333333334,14.333333333333334,369.0,16.0,1194.0,143.0,39.0,8.0,3.0,1.0,0.006543698150145659,0.11299092049062866,False
JBL,Jabil Inc.,Information Technology,Electronic Equipment Instruments and Components,307.955,32269.71,0.4719,0.4196,0.3774,0.3097,5075.568760611204,0.12710556338500778,205.0,0.31202435312024357,6.0,18.0,3,18.666666666666668,18.666666666666668,6.0,6.0,18.0,161.0,29.0,147.0,6.0,32.0,5.0,7.0,0.05333719483512539,0.1104807967640801,False
TPC,Tutor Perini Corporation,Industrials,Construction and Engineering,87.561,4603.0,0.448,1.1982,0.4454,0.1492,957.4276841751971,0.07327928357002644,43.47,0.5404027846842367,6.0,12.0,2,63.333333333333336,63.333333333333336,14.333333333333334,14.333333333333334,157.0,12.0,318.0,476.0,32.0,1.0,10.0,1.0,0.008485498759084319,0.04773412572168978,False
UAL,United Airlines Holdings Inc.,Industrials,Passenger Airlines,106.918,34703.85,-0.0055,0.3101,0.1924,0.0738,4917.117994100292,0.06487218554257668,143.0,0.04264837458991955,6.333333333333333,19.0,3,21.666666666666668,21.666666666666668,1.3333333333333333,1.3333333333333333,19.0,251.0,8.0,216.0,2.0,44.0,1.0,1.0,0.043579477935353085,0.35887245769655535,False
INGM,Ingram Micro Holding Corporation,Information Technology,Electronic Equipment Instruments and Components,26.676,6153.14,0.3051,,,,5791.2621965214275,0.06505885312234927,102.72000000000003,0.3132853482981579,6.5,13.0,2,60.333333333333336,60.333333333333336,13.333333333333334,13.333333333333334,13.0,1235.0,12.0,275.0,4.0,164.0,3.0,33.0,0.060858141163269916,0.12605942149906682,False
PBF,PBF Energy Inc.,Energy,Oil Gas and Consumable Fuels,77.341,9234.34,1.5798,0.1262,0.5203,0.1366,4099.111573013914,0.17185491761641591,1511.7,-9.537539432176656,6.75,27.0,4,21.0,21.0,12.0,12.0,27.0,564.0,28.0,9.0,6.0,30.0,6.0,24.0,0.04941826037044546,0.051328144055924424,False
PAGP,Plains GP Holdings L.P.,Energy,Oil Gas and Consumable Fuels,27.893,6499.08,0.5069,0.2126,0.2252,-0.0123,5695.661201211908,0.18171343364511316,294.0,1.1307692307692307,7.0,14.0,2,13.0,13.0,7.333333333333333,7.333333333333333,14.0,380.0,15.0,96.0,3.0,22.0,3.0,16.0,0.06866601779672485,0.07131977586416188,False
AAOI,Applied Optoelectronics Inc.,Information Technology,Communications Equipment,107.823,9154.85,2.8897,1.0864,0.7069,0.1855,227.74633611368552,0.30778345877860924,-18.790000000000006,0.4914988229139421,7.0,21.0,3,208.66666666666666,208.66666666666666,20.666666666666668,20.666666666666668,565.0,21.0,1149.0,996.0,56.0,5.0,5.0,1.0,0.002393298421361314,0.09546446710861745,False
HPQ,HP Inc.,Information Technology,Technology Hardware Storage and Peripherals,32.374,29194.58,0.1411,0.032,0.0294,0.0868,4453.289069724429,0.06993399041504667,-78.0,-0.03084223013048637,7.333333333333333,22.0,3,45.333333333333336,1000.0,5.0,1000.0,22.0,822.0,9.0,1175.0,8.0,106.0,2.0,5.0,0.046797897530684446,0.19644038785260373,False
IESC,IES Holdings Inc.,Industrials,Construction and Engineering,325.124,12955.77,0.7058,1.0745,0.7169,0.4517,736.3188358062935,0.1821964899583861,150.13,0.4906529838551539,7.666666666666667,23.0,3,87.0,87.0,19.666666666666668,19.666666666666668,214.0,23.0,465.0,198.0,44.0,3.0,12.0,3.0,0.006525853253248319,0.03671038184978398,True
LPLA,LPL Financial Holdings Inc.,Financials,Capital Markets,349.466,27517.01,0.0279,0.1292,0.1902,0.2815,5437.342431192661,0.1573446874395199,143.85000000000002,0.16668211628930973,8.0,16.0,2,51.0,1000.0,10.0,1000.0,16.0,555.0,68.0,214.0,3.0,134.0,3.0,24.0,0.029606179393044527,0.05198128812291319,False
DINO,HF Sinclair Corporation,Energy,Oil Gas and Consumable Fuels,109.436,19455.95,1.1387,0.2145,0.2993,0.1562,4367.514880440394,0.16223156797796712,1336.0,2.307426597582038,8.0,24.0,3,16.666666666666668,16.666666666666668,8.333333333333334,8.333333333333334,24.0,376.0,33.0,12.0,5.0,21.0,5.0,15.0,0.05265408947497945,0.0546890293071018,True
DFTX,Definium Therapeutics Inc.,Health Care,Pharmaceuticals,37.857,5086.73,3.0576,1.1127,0.0003,,,,-170.00000000000003,0.9249687142934873,8.5,17.0,2,484.6666666666667,484.6666666666667,59.333333333333336,59.333333333333336,1291.0,17.0,1315.0,1249.0,154.0,9.0,22.0,2.0,,,False
QXO,QXO Inc.,Industrials,Trading Companies and Distributors,12.452,12918.83,-0.4203,-0.2287,-0.2517,-0.0228,7950.310597264588,0.44663996960042107,-232.0,0.8303507516105941,9.0,9.0,1,70.33333333333333,1000.0,6.333333333333333,1000.0,9.0,1198.0,175.0,1275.0,1.0,201.0,1.0,17.0,0.07046208483676854,0.4808479892455672,False
EXE,Expand Energy Corporation,Energy,Oil Gas and Consumable Fuels,95.982,22220.2,-0.0051,0.0274,0.1002,,3795.0956448676643,0.08755047684508988,962.0,0.5288620120945575,9.666666666666666,29.0,3,28.333333333333332,1000.0,17.333333333333332,1000.0,29.0,829.0,141.0,24.0,7.0,49.0,7.0,38.0,0.04575309097305639,0.047521325657050535,False
FMCC,Federal Home Loan Mortgage Corporation,Financials,Financial Services,5.16,16622.12,-0.5924,0.9634,0.4085,0.1183,1628.667475954804,0.11914835539784363,2215.0,0.20641133165595016,10.0,30.0,3,31.0,31.0,6.666666666666667,6.666666666666667,76.0,30.0,48.0,6.0,14.0,3.0,4.0,2.0,0.008868049433141621,0.08731947320656042,False
AGX,Argan Inc.,Industrials,Construction and Engineering,405.84,5693.87,0.7972,1.0882,0.5529,0.2289,267.2417656177337,0.25779951514381616,41.53999999999999,0.30151702112216006,10.0,20.0,2,206.0,206.0,41.666666666666664,41.666666666666664,510.0,20.0,927.0,489.0,106.0,2.0,17.0,2.0,0.0023685127430572864,0.013323776039620937,False
OSCR,Oscar Health Inc.,Financials,Insurance,31.643,9756.49,0.6244,0.6967,0.1257,,4592.80028427391,0.30912461126546065,993.89,-2.242784610177141,10.5,21.0,2,10.0,10.0,2.0,2.0,21.0,70.0,102.0,22.0,4.0,5.0,1.0,1.0,0.025007670723952102,0.1542722570374697,False
SMMT,Summit Therapeutics Inc.,Health Care,Biotechnology,17.12,13657.47,-0.0275,1.2269,0.2136,0.1072,,,223.4999999999999,-0.20702303652312448,11.0,11.0,1,483.3333333333333,483.3333333333333,69.0,69.0,1291.0,11.0,1315.0,130.0,154.0,5.0,50.0,3.0,,,False
DKS,DICK'S Sporting Goods Inc.,Consumer Discretionary,Specialty Retail,133.656,11885.57,-0.4114,0.0624,0.0024,0.0852,7373.396710954801,0.2282894339394672,-10.409999999999968,-0.012258018934576786,11.0,11.0,1,26.666666666666668,1000.0,7.0,1000.0,11.0,753.0,60.0,950.0,1.0,68.0,1.0,19.0,0.11638283869709534,0.33166958212594067,False
CRS,Carpenter Technology Corporation,Industrials,Aerospace and Defense,455.558,22576.8,0.8436,0.9377,0.7045,0.2899,247.13949719127004,0.08588509262799349,153.79999999999995,0.4090425531914892,11.333333333333334,34.0,3,217.0,217.0,43.0,43.0,535.0,34.0,570.0,192.0,112.0,4.0,16.0,1.0,0.002190350176205581,0.021023854268139904,True
PFGC,Performance Food Group Company,Consumer Staples,Consumer Staples Distribution and Retail,93.825,14780.54,-0.101,0.1659,0.1539,0.1458,4438.65277907085,0.07413491733571065,19.100000000000023,0.05614344503233393,11.5,23.0,2,11.333333333333334,1000.0,3.3333333333333335,1000.0,23.0,457.0,7.0,670.0,2.0,9.0,1.0,7.0,0.0629018903737643,0.22753897008553406,False
OMC,Omnicom Group Inc.,Communication Services,Media,78.957,21661.53,0.0389,0.0002,0.0195,-0.0059,6459.991322901851,0.2952425616174248,444.7,-8.159633027522936,12.0,12.0,1,13.333333333333334,1000.0,3.6666666666666665,1000.0,12.0,904.0,55.0,64.0,1.0,27.0,1.0,9.0,0.3126970984621687,0.6287858795240263,False
SLS,SELLAS Life Sciences Group Inc.,Health Care,Biotechnology,13.68,2762.62,6.2766,1.0451,0.0727,,,,-5.600000000000001,0.2084884586746092,12.0,24.0,2,485.3333333333333,485.3333333333333,70.0,70.0,1291.0,24.0,1315.0,920.0,154.0,11.0,50.0,6.0,,,False
ONDS,Ondas Inc.,Information Technology,Communications Equipment,7.474,4264.31,0.3442,1.0123,0.0017,,157.96872608337117,2.4318943425980684,299.59000000000003,-2.269277382214816,13.0,26.0,2,264.6666666666667,264.6666666666667,31.0,31.0,703.0,26.0,1252.0,93.0,85.0,6.0,6.0,2.0,0.0016600324255976984,0.06621577546629955,False
AVAH,Aveanna Healthcare Holdings Inc.,Health Care,Health Care Providers and Services,13.925,3038.71,0.6858,1.1512,0.0921,,425.092423025435,0.0697106690777578,49.72999999999999,0.22099275652135275,13.0,13.0,1,140.0,140.0,19.666666666666668,19.666666666666668,374.0,13.0,643.0,436.0,40.0,6.0,17.0,2.0,0.0064452141745455814,0.01075006836461747,False
FNMA,Federal National Mortgage Association,Financials,Financial Services,5.785,33199.19,-0.5847,0.9909,0.426,0.125,-1023.2612752721616,0.009917175239755993,724.0,0.05040378724589245,13.5,27.0,2,497.6666666666667,497.6666666666667,85.33333333333333,85.33333333333333,1269.0,27.0,38.0,36.0,222.0,2.0,33.0,1.0,-0.005571629387891626,-0.05486118979385688,False
AAL,American Airlines Group Inc.,Industrials,Passenger Airlines,12.916,8550.0,0.0075,-0.026,-0.0738,-0.1034,4085.1633032641985,0.06779785111562608,-437.0,-3.936936936936937,14.0,28.0,2,64.33333333333333,1000.0,3.3333333333333335,1000.0,28.0,963.0,11.0,1306.0,3.0,162.0,2.0,5.0,0.036206022359138265,0.2981528196991034,False
RGTI,Rigetti Computing Inc.,Information Technology,Semiconductors and Semiconductor Equipment,15.245,5088.3,-0.0584,0.971,0.0937,,5.426681108671137,0.8829337094499294,-22.45999999999998,0.10388048656398863,14.5,29.0,2,419.3333333333333,419.3333333333333,64.33333333333333,64.33333333333333,1091.0,29.0,1290.0,1017.0,160.0,7.0,31.0,2.0,5.702689910291583e-05,0.0008045884379914946,False
NRG,NRG Energy Inc.,Utilities,Electric Utilities,113.439,23846.07,-0.2963,0.4199,0.2113,0.2559,3758.8652482269536,0.07853352000781433,-15.0,-0.01736111111111116,15.0,30.0,2,11.333333333333334,11.333333333333334,1.3333333333333333,1.3333333333333333,30.0,159.0,30.0,972.0,1.0,3.0,1.0,2.0,0.16832428376788924,0.32635054741535724,False
CELC,Celcuity Inc.,Health Care,Biotechnology,87.436,4278.41,0.4388,1.12,0.3202,,,,-49.44,0.27925892453682777,15.0,15.0,1,484.0,484.0,69.33333333333333,69.33333333333333,1291.0,15.0,1315.0,1130.0,154.0,7.0,50.0,4.0,,,False
CRBG,Corebridge Financial Inc.,Financials,Financial Services,33.979,15146.9,0.0176,0.2306,,,3502.03536555346,0.0482354836976957,1273.0,-3.478142076502732,15.5,31.0,2,32.666666666666664,1000.0,4.333333333333333,1000.0,31.0,349.0,65.0,16.0,6.0,61.0,1.0,6.0,0.019068485861505648,0.18775832868621628,False
PTGX,Protagonist Therapeutics Inc.,Health Care,Biotechnology,144.55,9353.58,1.5035,0.9614,0.2623,0.2781,72.81412283955197,5.127553237722729,213.06,-1.6370341913177104,15.5,31.0,2,342.6666666666667,342.6666666666667,47.0,47.0,910.0,31.0,1229.0,140.0,104.0,14.0,30.0,7.0,0.0011040013682024703,0.00631260271611953,False
CPNG,Coupang Inc.,Consumer Discretionary,Broadline Retail,14.625,26288.61,-0.5476,-0.0755,-0.1351,,3200.3551673944676,0.026872068106793323,-975.0,-4.6875,16.5,33.0,2,47.333333333333336,1000.0,2.6666666666666665,1000.0,33.0,1059.0,27.0,1335.0,2.0,107.0,1.0,5.0,0.05051490294383661,0.6850066312410747,False
TRVI,Trevi Therapeutics Inc.,Health Care,Pharmaceuticals,16.04,2285.31,0.6674,0.9474,0.6016,,,,-8.350000000000001,0.19527595884003746,16.5,33.0,2,486.6666666666667,486.6666666666667,60.0,60.0,1291.0,33.0,1315.0,934.0,154.0,15.0,22.0,4.0,,,False
AVT,Avnet Inc.,Information Technology,Electronic Equipment Instruments and Components,92.976,7630.82,0.7237,0.2456,0.1911,0.0878,5432.406841809268,0.24467326554283075,94.16999999999999,0.3920156523187077,17.0,17.0,1,26.666666666666668,26.666666666666668,7.333333333333333,7.333333333333333,17.0,332.0,39.0,297.0,5.0,58.0,4.0,13.0,0.05708706862447417,0.11824815395811014,False
WULF,TeraWulf Inc.,Information Technology,Software,16.871,8418.1,0.5991,1.1041,,,21.10801133885741,-0.019411136174759647,-1287.7600000000002,1.9469625956275896,18.0,18.0,1,403.0,403.0,71.66666666666667,71.66666666666667,1056.0,18.0,1256.0,1338.0,149.0,4.0,64.0,2.0,0.0002218159513668176,0.0015837090485851537,False
CDE,Coeur Mining Inc.,Materials,Metals and Mining,20.577,21151.82,0.3773,1.0995,0.2434,0.0446,1711.5663812943017,0.5318844710235588,264.53999999999996,0.4515336166726407,19.0,19.0,1,26.0,26.0,3.6666666666666665,3.6666666666666665,70.0,19.0,562.0,111.0,5.0,3.0,3.0,3.0,0.05319266213347207,0.11323093790729417,False
SANM,Sanmina Corporation,Information Technology,Electronic Equipment Instruments and Components,206.677,11077.34,0.6856,0.5732,0.3934,0.2273,4713.817780020181,0.5702230948848357,62.24000000000001,0.25312131440888197,20.0,20.0,1,14.666666666666666,14.666666666666666,5.666666666666667,5.666666666666667,20.0,97.0,139.0,384.0,7.0,17.0,6.0,4.0,0.049535693280596635,0.10260649962598542,True
SRRK,Scholar Rock Holding Corporation,Health Care,Biotechnology,56.03,6823.63,0.7935,1.0844,0.0826,,,,-30.649999999999977,0.08109752870826048,22.0,22.0,1,485.0,485.0,69.66666666666667,69.66666666666667,1291.0,22.0,1315.0,1063.0,154.0,10.0,50.0,5.0,,,False
COMP,Compass Inc.,Real Estate,Real Estate Management and Development,10.508,7960.04,0.1434,0.4638,-0.0599,,4265.765653676558,0.5162606297402896,126.0,-2.1538461538461537,25.0,25.0,1,9.0,9.0,1.0,1.0,25.0,143.0,166.0,241.0,1.0,1.0,1.0,1.0,0.17776300455448196,0.4034202236405763,False
NKTR,Nektar Therapeutics,Health Care,Pharmaceuticals,72.66,2480.83,0.5081,1.0222,-0.212,-0.126,-20.34479752916954,-0.011587905124026632,6.950000000000017,-0.04235738664066324,25.0,25.0,1,428.3333333333333,428.3333333333333,53.333333333333336,53.333333333333336,1135.0,25.0,1277.0,808.0,138.0,12.0,19.0,3.0,-0.000308466042466764,-0.005326324851589494,False
RGA,Reinsurance Group of America Incorporated,Financials,Insurance,246.4,16090.33,0.2859,0.1984,0.1647,0.0864,4219.581239530988,0.0958730694573382,326.0,0.27580372250423,26.0,26.0,1,36.666666666666664,36.666666666666664,7.0,7.0,26.0,403.0,43.0,85.0,5.0,79.0,2.0,14.0,0.022975503331262075,0.14173582156497416,False
AXGN,Axogen Inc.,Health Care,Health Care Equipment and Supplies,43.143,2319.43,1.6275,0.9737,0.201,0.179,47.90869062070081,0.11527019226499702,-17.849999999999998,1.1369426751592355,28.0,28.0,1,371.3333333333333,371.3333333333333,47.0,47.0,984.0,28.0,1232.0,988.0,117.0,13.0,22.0,2.0,0.0007263873810660328,0.0055608452880999935,False
PPTA,Perpetua Resources Corp.,Materials,Metals and Mining,33.48,3032.93,0.4456,0.9515,0.3887,0.1378,,,-131.94,1.314274330112561,32.0,32.0,1,451.6666666666667,451.6666666666667,27.333333333333332,27.333333333333332,1291.0,32.0,1315.0,1226.0,60.0,4.0,18.0,4.0,,,False
STLD,Steel Dynamics Inc.,Materials,Metals and Mining,239.059,34263.87,0.8012,0.3232,0.2942,0.2582,3390.2455005427073,0.12995293944185304,421.6400000000001,0.3556342780026991,32.0,32.0,1,16.0,16.0,5.0,5.0,32.0,241.0,62.0,68.0,1.0,15.0,1.0,13.0,0.10536324236721704,0.22428617549273244,False
MTZ,MasTec Inc.,Industrials,Construction and Engineering,236.686,18764.26,0.2449,0.3703,0.2164,0.2368,3061.0682488255297,0.12657587818034188,95.28999999999996,0.23879811547714502,34.0,34.0,1,24.666666666666668,24.666666666666668,4.666666666666667,4.666666666666667,34.0,195.0,89.0,293.0,4.0,36.0,1.0,9.0,0.027129663426494782,0.15261457240813708,False
OUST,Ouster Inc.,Information Technology,Electronic Equipment Instruments and Components,36.47,2629.94,0.2891,0.9307,-0.1412,,79.05936739958237,0.2097650253867045,7.050000000000004,-0.1167605167273933,35.0,35.0,1,341.6666666666667,341.6666666666667,50.666666666666664,50.666666666666664,894.0,35.0,1245.0,803.0,123.0,8.0,27.0,2.0,0.000830804404672373,0.0017208991374038991,False
BTSG,BrightSpring Health Services Inc.,Health Care,Health Care Providers and Services,62.001,12921.96,1.3628,,,,2997.1639097744373,0.11316627628855769,175.30000000000004,0.9193895211622176,35.0,35.0,1,67.33333333333333,67.33333333333333,11.666666666666666,11.666666666666666,35.0,1235.0,115.0,174.0,2.0,165.0,2.0,31.0,0.04544273731634785,0.07579461591135335,False
AA,Alcoa Corporation,Materials,Metals and Mining,49.865,13159.84,0.6122,0.21,0.0015,,825.4309599849712,0.060166783571038884,120.0,0.10371650821089018,,,0,73.66666666666667,73.66666666666667,12.0,12.0,186.0,382.0,127.0,249.0,15.0,20.0,6.0,15.0,0.025653033764185828,0.05460747698616162,False
AADX,Applied Aerospace & Defense Inc.,Industrials,Aerospace and Defense,12.02,2072.17,,,,,,0.15468361536610797,-157.11999999999998,9.231492361927144,,,1,574.0,1000.0,92.0,1000.0,1291.0,1235.0,1158.0,1243.0,225.0,206.0,28.0,23.0,,,False
AAMI,Acadian Asset Management Inc.,Financials,Capital Markets,93.855,3330.93,1.0149,0.6622,0.2862,0.2178,130.29856694308023,0.18591449352492462,21.400000000000006,0.26750000000000007,,,0,307.6666666666667,307.6666666666667,63.0,63.0,766.0,78.0,1121.0,646.0,151.0,6.0,36.0,2.0,0.0007094720989877577,0.0012456613568083284,False
AAON,AAON Inc.,Industrials,Building Products,76.453,6303.83,-0.1004,0.0524,0.1199,0.156,673.7430215593042,0.33998807278375676,51.69999999999999,0.48052793010502826,,,0,135.33333333333334,1000.0,19.666666666666668,1000.0,235.0,773.0,756.0,422.0,47.0,124.0,2.0,10.0,0.00597125575944496,0.19351278785978318,False
AAP,Advance Auto Parts Inc.,Consumer Discretionary,Specialty Retail,43.26,2612.9,-0.2734,-0.1248,-0.2644,-0.1186,-283.18487915719925,0.0024415765608649664,41.0,0.9318181818181819,,,0,494.0,1000.0,63.333333333333336,1000.0,1229.0,1133.0,210.0,493.0,130.0,123.0,31.0,29.0,-0.004469834108266901,-0.012738201159705516,False
AB,AllianceBernstein Holding L.P.,Financials,Capital Markets,36.26,3374.91,-0.0397,0.0427,-0.0688,0.0512,,,12.670000000000016,0.04225586979722529,,,0,563.0,1000.0,103.0,1000.0,1291.0,799.0,1315.0,733.0,226.0,172.0,50.0,33.0,,,False
ABCB,Ameris Bancorp,Financials,Banks,83.99,5617.28,0.1446,0.2882,0.1242,0.089,66.87222662515342,0.039214136410743006,-35.829999999999984,-0.0869343685551377,,,0,380.3333333333333,380.3333333333333,80.66666666666667,80.66666666666667,931.0,272.0,928.0,1083.0,171.0,39.0,61.0,10.0,0.00036411742738857663,0.00281311251646286,False
