signal,kind,n_firings,n_turns,hit_rate,median_lead,median_nearest,pct_late,recall,fwd4,base4,edge4,fwd8,base8,edge8,fwd13,base13,edge13,p_value,fwd26,base26,edge26,ratio,theta,universe,n_peaks,n_troughs
13w ROC crosses < 0,top,29,10,13.793103448275861,10.5,-3.0,69.23076923076923,30.0,1.7581392192711127,-0.14093881871887098,1.8990780379899836,1.6569447449677235,-0.26206571971383313,1.9190104646815567,1.822915204061109,-0.5511520228302119,2.374067226891321,0.7585,4.640214930234937,-1.333390620323666,5.973605550558603,Gold Miners,26.842054998452042,Price ratios,10,10
Ratio crosses < 40w MA,top,14,10,7.142857142857142,11.0,-9.5,83.33333333333334,10.0,2.1906734450321084,-0.14093881871887098,2.3316122637509795,1.9375050171038974,-0.26206571971383313,2.1995707368177304,2.90293881105161,-0.5511520228302119,3.454090833881822,0.7535,13.067197958035186,-1.333390620323666,14.400588578358851,Gold Miners,26.842054998452042,Price ratios,10,10
Extended + ROC cross,top,6,10,16.666666666666664,2.0,-2.5,75.0,10.0,8.739953619924943,-0.14093881871887098,8.880892438643814,11.200669618783955,-0.26206571971383313,11.462735338497788,4.126097022658333,-0.5511520228302119,4.677249045488544,0.765,10.817165541783638,-1.333390620323666,12.150556162107303,Gold Miners,26.842054998452042,Price ratios,10,10
Extended + MA cross,top,1,10,0.0,,,,0.0,46.642633240148456,-0.14093881871887098,46.78357205886733,67.98065129566567,-0.26206571971383313,68.2427170153795,51.19775082736637,-0.5511520228302119,51.74890285019658,0.996,72.86722812736532,-1.333390620323666,74.20061874768899,Gold Miners,26.842054998452042,Price ratios,10,10
wRSI < 30,bottom,5,10,20.0,6.0,2.0,50.0,10.0,-0.7375219484900188,-0.14093881871887098,-0.5965831297711479,-0.004513481355092708,-0.26206571971383313,0.2575522383587404,10.523008269112795,-0.5511520228302119,11.074160291943008,0.102,5.794103932216787,-1.333390620323666,7.127494552540453,Gold Miners,26.842054998452042,Price ratios,10,10
wRSI < 25,bottom,2,10,50.0,4.0,4.0,0.0,10.0,4.524191255781607,-0.14093881871887098,4.665130074500477,8.686178166785908,-0.26206571971383313,8.948243886499741,12.161613824140261,-0.5511520228302119,12.712765846970473,0.165,11.645828873719077,-1.333390620323666,12.979219494042743,Gold Miners,26.842054998452042,Price ratios,10,10
Channel z < -1.5,bottom,5,10,40.0,5.0,1.0,50.0,20.0,0.8627669878005741,-0.14093881871887098,1.003705806519445,6.416608726817413,-0.26206571971383313,6.678674446531246,9.69081205391311,-0.5511520228302119,10.241964076743322,0.099,21.720857463098874,-1.333390620323666,23.05424808342254,Gold Miners,26.842054998452042,Price ratios,10,10
40w stretch z < -1.5,bottom,5,10,40.0,0.5,0.5,0.0,20.0,11.427797495239327,-0.14093881871887098,11.568736313958198,18.659699895203183,-0.26206571971383313,18.921765614917014,6.5478865667376684,-0.5511520228302119,7.09903858956788,0.2065,8.202081393519808,-1.333390620323666,9.535472013843474,Gold Miners,26.842054998452042,Price ratios,10,10
Composite < -1.0,bottom,15,10,40.0,5.0,0.0,33.33333333333333,60.0,4.236062390427914,-0.14093881871887098,4.377001209146785,6.75137232018105,-0.26206571971383313,7.013438039894883,9.41308574832506,-0.5511520228302119,9.964237771155272,0.022,10.728683373699894,-1.333390620323666,12.06207399402356,Gold Miners,26.842054998452042,Price ratios,10,10
Composite < -1.5,bottom,6,10,50.0,0.0,0.0,0.0,30.0,1.3437976846950086,-0.14093881871887098,1.4847365034138795,6.766318989679839,-0.26206571971383313,7.028384709393672,15.303679378795758,-0.5511520228302119,15.85483140162597,0.015,14.302593282770532,-1.333390620323666,15.635983903094198,Gold Miners,26.842054998452042,Price ratios,10,10
13w ROC crosses > 0,bottom,27,10,14.814814814814813,4.5,-6.0,66.66666666666666,40.0,-0.8161224498928539,-0.14093881871887098,-0.675183631173983,0.049023621462374115,-0.26206571971383313,0.31108934117620723,2.3724127808435767,-0.5511520228302119,2.9235648036737887,0.2135,3.307027220482109,-1.333390620323666,4.6404178408057755,Gold Miners,26.842054998452042,Price ratios,10,10
Ratio crosses > 40w MA,bottom,16,10,25.0,8.0,-5.0,55.55555555555556,30.0,1.5335930640819937,-0.14093881871887098,1.6745318828008646,2.6737946977881846,-0.26206571971383313,2.9358604175020178,4.7887805772532,-0.5511520228302119,5.3399326000834115,0.1105,4.793449038578984,-1.333390620323666,6.12683965890265,Gold Miners,26.842054998452042,Price ratios,10,10
Washed + ROC cross,bottom,4,10,25.0,4.0,-3.5,75.0,10.0,4.890133518110565,-0.14093881871887098,5.031072336829435,14.923332651653702,-0.26206571971383313,15.185398371367535,16.97852698490728,-0.5511520228302119,17.529679007737492,0.031,14.327412382843065,-1.333390620323666,15.66080300316673,Gold Miners,26.842054998452042,Price ratios,10,10
wRSI > 70,top,5,12,80.0,3.0,3.0,0.0,33.33333333333333,0.370920454280812,-0.2189695987896102,0.5898900530704222,2.2134023973266475,-0.4433429699496657,2.6567453672763133,1.9580867410572729,-0.7548281511166518,2.7129148921739246,0.7225,5.223264159037713,-1.4729028102435304,6.6961669692812436,Energy,14.760863939750088,Price ratios,12,12
wRSI > 75,top,3,12,66.66666666666666,4.0,4.0,0.0,16.666666666666664,9.76967880620571,-0.2189695987896102,9.988648404995319,1.344762098290638,-0.4433429699496657,1.788105068240304,4.564805344141695,-0.7548281511166518,5.319633495258347,0.8235,12.827699954563727,-1.4729028102435304,14.300602764807257,Energy,14.760863939750088,Price ratios,12,12
Channel z > +1.5,top,12,12,33.33333333333333,5.0,-2.0,57.14285714285714,25.0,3.176269614275086,-0.2189695987896102,3.3952392130646962,1.9893632444849294,-0.4433429699496657,2.432706214434595,5.811193125882681,-0.7548281511166518,6.566021276999333,0.9655,9.21611753262383,-1.4729028102435304,10.68902034286736,Energy,14.760863939750088,Price ratios,12,12
Channel z > +2.0,top,8,12,62.5,5.0,2.0,28.57142857142857,25.0,1.730676148829324,-0.2189695987896102,1.9496457476189342,5.3800267689953065,-0.4433429699496657,5.823369738944972,5.71133296868455,-0.7548281511166518,6.4661611198012015,0.9355,5.852864895541804,-1.4729028102435304,7.325767705785334,Energy,14.760863939750088,Price ratios,12,12
40w stretch z > +1.5,top,15,12,66.66666666666666,6.0,4.0,25.0,50.0,-0.5504774967226828,-0.2189695987896102,-0.33150789793307256,2.4310363665216084,-0.4433429699496657,2.874379336471274,0.2593829135384449,-0.7548281511166518,1.0142110646550968,0.655,0.6895965451584998,-1.4729028102435304,2.16249935540203,Energy,14.760863939750088,Price ratios,12,12
Composite > +1.0,top,18,12,55.55555555555556,4.5,1.0,35.714285714285715,58.333333333333336,1.8051518610577983,-0.2189695987896102,2.0241214598474087,1.8466158041438747,-0.4433429699496657,2.2899587740935403,2.1542719287826992,-0.7548281511166518,2.909100079899351,0.8565,3.839676171412796,-1.4729028102435304,5.312578981656326,Energy,14.760863939750088,Price ratios,12,12
Composite > +1.5,top,10,12,70.0,3.0,2.0,12.5,58.333333333333336,3.456836761196226,-0.2189695987896102,3.6758063599858364,0.829783510655805,-0.4433429699496657,1.2731264806054707,1.3368642338194459,-0.7548281511166518,2.0916923849360978,0.746,3.0946244631690494,-1.4729028102435304,4.56752727341258,Energy,14.760863939750088,Price ratios,12,12
Monthly RSI > 70,top,3,12,66.66666666666666,0.5,0.0,33.33333333333333,16.666666666666664,-7.464966217798093,-0.2189695987896102,-7.245996619008483,-8.008136356234496,-0.4433429699496657,-7.564793386284831,-10.170284019309147,-0.7548281511166518,-9.415455868192495,0.049,-11.59619179723959,-1.4729028102435304,-10.123288986996059,Energy,14.760863939750088,Price ratios,12,12
13w ROC crosses < 0,top,26,12,15.384615384615385,6.5,-5.0,69.23076923076923,33.33333333333333,0.9767905827272667,-0.2189695987896102,1.195760181516877,-1.421749506537066,-0.4433429699496657,-0.9784065365874003,-0.5830342521185375,-0.7548281511166518,0.17179389899811426,0.547,1.3702279912746367,-1.4729028102435304,2.843130801518167,Energy,14.760863939750088,Price ratios,12,12
Ratio crosses < 40w MA,top,14,12,14.285714285714285,9.5,-3.0,77.77777777777779,16.666666666666664,-1.5188987729430796,-0.2189695987896102,-1.2999291741534695,-0.09463691423860407,-0.4433429699496657,0.3487060557110616,1.72116435044757,-0.7548281511166518,2.475992501564222,0.7815,4.280459108307415,-1.4729028102435304,5.7533619185509455,Energy,14.760863939750088,Price ratios,12,12
Extended + ROC cross,top,2,12,50.0,1.0,-2.0,50.0,8.333333333333332,4.123807566302884,-0.2189695987896102,4.342777165092494,0.3240412526945464,-0.4433429699496657,0.7673842226442121,7.807541763855919,-0.7548281511166518,8.562369914972571,0.8705,13.649436917281381,-1.4729028102435304,15.122339727524912,Energy,14.760863939750088,Price ratios,12,12
wRSI < 30,bottom,12,12,41.66666666666667,5.0,5.0,0.0,25.0,1.3110328943382037,-0.2189695987896102,1.5300024931278138,-2.8802774356735017,-0.4433429699496657,-2.436934465723836,2.2333453060507633,-0.7548281511166518,2.9881734571674152,0.172,0.43101194114856806,-1.4729028102435304,1.9039147513920984,Energy,14.760863939750088,Price ratios,12,12
wRSI < 25,bottom,4,12,25.0,7.0,3.0,50.0,8.333333333333332,0.614283648487951,-0.2189695987896102,0.8332532472775612,-3.8899230424253632,-0.4433429699496657,-3.4465800724756974,-4.190078800239524,-0.7548281511166518,-3.4352506491228723,0.73,-14.144918613279696,-1.4729028102435304,-12.672015803036166,Energy,14.760863939750088,Price ratios,12,12
Channel z < -1.5,bottom,23,12,30.434782608695656,7.0,1.0,41.66666666666667,41.66666666666667,1.2561797833821824,-0.2189695987896102,1.4751493821717925,-2.0360864899779627,-0.4433429699496657,-1.5927435200282969,-2.408237715271996,-0.7548281511166518,-1.6534095641553441,0.767,-3.095098455650946,-1.4729028102435304,-1.6221956454074156,Energy,14.760863939750088,Price ratios,12,12
Channel z < -2.0,bottom,11,12,54.54545454545454,4.5,1.0,14.285714285714285,25.0,-0.32255191205293765,-0.2189695987896102,-0.10358231326332745,-3.4612402746922997,-0.4433429699496657,-3.017897304742634,-2.1577818388560743,-0.7548281511166518,-1.4029536877394224,0.6345,-1.6180447531285813,-1.4729028102435304,-0.1451419428850509,Energy,14.760863939750088,Price ratios,12,12
40w stretch z < -1.5,bottom,9,12,33.33333333333333,6.0,4.0,40.0,25.0,-0.1535253262905861,-0.2189695987896102,0.0654442724990241,-2.678529711543491,-0.4433429699496657,-2.235186741593825,-2.7137239339464654,-0.7548281511166518,-1.9588957828298135,0.6855,-4.574139893306057,-1.4729028102435304,-3.101237083062527,Energy,14.760863939750088,Price ratios,12,12
Composite < -1.0,bottom,29,12,27.586206896551722,4.5,1.5,20.0,41.66666666666667,-0.0007111201316556098,-0.2189695987896102,0.21825847865795459,-1.8974570038937077,-0.4433429699496657,-1.454114033944042,-2.7802500366009455,-0.7548281511166518,-2.0254218854842936,0.8325,-5.153600771251878,-1.4729028102435304,-3.680697961008348,Energy,14.760863939750088,Price ratios,12,12
Composite < -1.5,bottom,15,12,40.0,3.5,1.0,14.285714285714285,33.33333333333333,1.6997211918139792,-0.2189695987896102,1.9186907906035895,-2.515467675074315,-0.4433429699496657,-2.072124705124649,-0.7770583643274234,-0.7548281511166518,-0.022230213210771566,0.5045,-4.920129395179503,-1.4729028102435304,-3.4472265849359722,Energy,14.760863939750088,Price ratios,12,12
13w ROC crosses > 0,bottom,28,12,25.0,9.0,-3.5,66.66666666666666,58.333333333333336,-0.349924216695091,-0.2189695987896102,-0.1309546179054808,0.06219656048236111,-0.4433429699496657,0.5055395304320268,0.7734822603384655,-0.7548281511166518,1.5283104114551174,0.2405,0.7406607822515927,-1.4729028102435304,2.213563592495123,Energy,14.760863939750088,Price ratios,12,12
Ratio crosses > 40w MA,bottom,15,12,20.0,11.0,-5.0,70.0,25.0,1.299831049909524,-0.2189695987896102,1.5188006486991341,1.7553937260128052,-0.4433429699496657,2.198736695962471,1.1124754042182607,-0.7548281511166518,1.8673035553349124,0.2405,6.2670223443844275,-1.4729028102435304,7.739925154627958,Energy,14.760863939750088,Price ratios,12,12
Washed + ROC cross,bottom,5,12,60.0,11.0,11.0,0.0,25.0,-4.048396579929863,-0.2189695987896102,-3.8294269811402524,-5.873162810914523,-0.4433429699496657,-5.429819840964857,-8.717422048097236,-0.7548281511166518,-7.962593896980584,0.959,1.965704853390487,-1.4729028102435304,3.4386076636340173,Energy,14.760863939750088,Price ratios,12,12
wRSI > 70,top,5,10,80.0,1.5,1.5,0.0,40.0,2.727888939440626,-0.45765496446533976,3.1855439039059656,-3.559887627252351,-0.9477669708042294,-2.6121206564481216,0.7648372898467397,-1.6050501438899647,2.3698874337367046,0.6465,1.4243143716567386,-3.4109656440721943,4.835280015728933,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
wRSI > 75,top,2,10,100.0,2.0,2.0,0.0,20.0,-9.62016898002246,-0.45765496446533976,-9.16251401555712,-15.134390511001405,-0.9477669708042294,-14.186623540197175,-7.290557842652168,-1.6050501438899647,-5.685507698762203,0.299,1.817819721556846,-3.4109656440721943,5.22878536562904,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Channel z > +1.5,top,14,10,42.857142857142854,5.0,2.0,45.45454545454545,40.0,1.9567549910227624,-0.45765496446533976,2.414409955488102,2.145639793119372,-0.9477669708042294,3.0934067639236016,1.3598576619605385,-1.6050501438899647,2.964907805850503,0.779,5.1127831313057275,-3.4109656440721943,8.523748775377921,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Channel z > +2.0,top,9,10,55.55555555555556,5.0,2.0,28.57142857142857,30.0,1.0153591618143456,-0.45765496446533976,1.4730141262796854,3.2325645558668654,-0.9477669708042294,4.180331526671095,6.606680963225718,-1.6050501438899647,8.211731107115682,0.9495,4.031349527213743,-3.4109656440721943,7.442315171285937,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
40w stretch z > +1.5,top,15,10,60.0,6.0,5.0,27.27272727272727,60.0,0.8807513156948141,-0.45765496446533976,1.338406280160154,2.302278460539704,-0.9477669708042294,3.2500454313439335,3.492518924874227,-1.6050501438899647,5.097569068764192,0.8805,2.961628068670931,-3.4109656440721943,6.372593712743125,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Composite > +1.0,top,19,10,42.10526315789473,6.0,4.0,38.46153846153847,70.0,1.3461070886967088,-0.45765496446533976,1.8037620531620486,-0.5180380576646753,-0.9477669708042294,0.4297289131395542,1.1846581247261956,-1.6050501438899647,2.7897082686161605,0.7865,1.2063659310508026,-3.4109656440721943,4.617331575122996,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Composite > +1.5,top,10,10,70.0,3.0,2.5,12.5,60.0,1.7087953795115396,-0.45765496446533976,2.166450343976879,-2.543584123216612,-0.9477669708042294,-1.5958171524123825,-1.5689341127466574,-1.6050501438899647,0.0361160311433073,0.5175,-0.8953766524054801,-3.4109656440721943,2.5155889916667142,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
13w ROC crosses < 0,top,29,10,6.896551724137931,7.0,-5.0,80.0,20.0,-1.2337969601294956,-0.45765496446533976,-0.7761419956641558,-1.990134408736725,-0.9477669708042294,-1.0423674379324956,-2.6956768675009317,-1.6050501438899647,-1.090626723610967,0.361,-3.728800922442656,-3.4109656440721943,-0.3178352783704619,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Ratio crosses < 40w MA,top,15,10,0.0,,-11.0,100.0,0.0,0.42264597921151453,-0.45765496446533976,0.8803009436768543,1.4198278596948166,-0.9477669708042294,2.367594830499046,2.144746141973419,-1.6050501438899647,3.7497962858633835,0.8195,1.6994332936443866,-3.4109656440721943,5.110398937716581,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Extended + ROC cross,top,5,10,60.0,11.0,-2.5,50.0,30.0,5.240536511621949,-0.45765496446533976,5.698191476087288,3.4477313749647487,-0.9477669708042294,4.395498345768978,10.098505586103085,-1.6050501438899647,11.70355572999305,0.948,-0.3734632211001806,-3.4109656440721943,3.037502422972014,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
wRSI < 30,bottom,14,10,28.57142857142857,4.0,4.0,0.0,20.0,3.15966939135402,-0.45765496446533976,3.6173243558193597,-1.7409781304557572,-0.9477669708042294,-0.7932111596515278,-1.747811321299484,-1.6050501438899647,-0.1427611774095192,0.508,-14.000242275294664,-3.4109656440721943,-10.58927663122247,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
wRSI < 25,bottom,5,10,40.0,7.0,7.0,0.0,20.0,-2.29173789514453,-0.45765496446533976,-1.8340829306791901,-1.0258854358004155,-0.9477669708042294,-0.07811846499618602,2.7849857280433055,-1.6050501438899647,4.39003587193327,0.2435,-14.549132709759679,-3.4109656440721943,-11.138167065687485,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Channel z < -1.5,bottom,24,10,29.166666666666668,10.0,4.0,22.22222222222222,40.0,-1.9340291578861486,-0.45765496446533976,-1.4763741934208088,-2.953758640311934,-0.9477669708042294,-2.0059916695077042,-4.818597980491792,-1.6050501438899647,-3.2135478366018275,0.852,-10.602244670326852,-3.4109656440721943,-7.191279026254659,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Channel z < -2.0,bottom,15,10,40.0,6.5,5.0,14.285714285714285,30.0,3.480056365000516,-0.45765496446533976,3.9377113294658557,-3.306098386677178,-0.9477669708042294,-2.3583314158729483,0.045521373764261124,-1.6050501438899647,1.6505715176542257,0.332,-2.068126885074287,-3.4109656440721943,1.3428387589979072,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
40w stretch z < -1.5,bottom,11,10,27.27272727272727,4.0,2.0,25.0,20.0,-0.12563302642315657,-0.45765496446533976,0.33202193804218316,-0.4611633389852312,-0.9477669708042294,0.48660363181899824,-0.7639936102314603,-1.6050501438899647,0.8410565336585044,0.415,-14.607280621880978,-3.4109656440721943,-11.196314977808784,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Composite < -1.0,bottom,32,10,18.75,7.0,5.0,25.0,50.0,-0.294405273361926,-0.45765496446533976,0.16324969110341375,-3.076129636002978,-0.9477669708042294,-2.1283626651987486,-4.823550414477289,-1.6050501438899647,-3.2185002705873242,0.8795,-8.725162114904556,-3.4109656440721943,-5.314196470832362,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Composite < -1.5,bottom,19,10,31.57894736842105,5.5,3.0,14.285714285714285,30.0,2.734861294916932,-0.45765496446533976,3.192516259382272,-2.901382674252037,-0.9477669708042294,-1.9536157034478077,1.0296933428891701,-1.6050501438899647,2.6347434867791346,0.23,-7.237226771789032,-3.4109656440721943,-3.826261127716838,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
13w ROC crosses > 0,bottom,27,10,11.11111111111111,12.0,-3.5,83.33333333333334,30.0,-1.6337968492213761,-0.45765496446533976,-1.1761418847560363,-2.450555572004656,-0.9477669708042294,-1.5027886012004266,-4.494828352255296,-1.6050501438899647,-2.8897782083653314,0.8205,-2.6461238024105405,-3.4109656440721943,0.7648418416616538,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Ratio crosses > 40w MA,bottom,14,10,0.0,,-5.0,100.0,0.0,2.9279236397858566,-0.45765496446533976,3.3855786042511964,7.9863038296704625,-0.9477669708042294,8.934070800474691,2.4980566919090497,-1.6050501438899647,4.103106835799014,0.171,4.586389607472499,-3.4109656440721943,7.997355251544693,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
Washed + ROC cross,bottom,6,10,16.666666666666664,7.0,-1.5,50.0,10.0,-6.963510285231461,-0.45765496446533976,-6.505855320766122,-10.578976167473456,-0.9477669708042294,-9.631209196669227,-11.092180272532266,-1.6050501438899647,-9.4871301286423,0.9455,-13.198149624053345,-3.4109656440721943,-9.787183979981151,Oil & Gas E&P,22.11324670795745,Price ratios,10,10
wRSI > 70,top,4,10,75.0,0.0,0.0,0.0,30.0,-0.52653953327754,-0.770910425392358,0.244370892114818,0.4083549450953319,-1.5166195380084795,1.9249744831038114,5.4486316088139,-2.4954788098856677,7.944110418699568,0.8385,-12.11248884960161,-4.952822452628012,-7.159666396973598,Oil Services,22.837388564714768,Price ratios,10,9
wRSI > 75,top,2,10,100.0,9.5,9.5,0.0,20.0,-2.333999204071391,-0.770910425392358,-1.5630887786790328,2.8086935968313798,-1.5166195380084795,4.32531313483986,7.528632407186686,-2.4954788098856677,10.024111217072354,0.833,-7.728544831647427,-4.952822452628012,-2.775722379019415,Oil Services,22.837388564714768,Price ratios,10,9
Channel z > +1.5,top,14,10,42.857142857142854,4.5,0.0,40.0,50.0,2.22181707741585,-0.770910425392358,2.992727502808208,-2.6515486177523457,-1.5166195380084795,-1.1349290797438663,1.5372351758501177,-2.4954788098856677,4.032713985735786,0.816,0.6185401757760813,-4.952822452628012,5.571362628404093,Oil Services,22.837388564714768,Price ratios,10,9
Channel z > +2.0,top,6,10,83.33333333333334,5.0,5.0,0.0,30.0,2.6239876934367192,-0.770910425392358,3.394898118829077,-0.046411872180917836,-1.5166195380084795,1.4702076658275616,-1.2544416679191084,-2.4954788098856677,1.2410371419665593,0.5975,-7.81922388187555,-4.952822452628012,-2.8664014292475386,Oil Services,22.837388564714768,Price ratios,10,9
40w stretch z > +1.5,top,13,10,61.53846153846154,5.5,3.0,22.22222222222222,50.0,-0.17451636391656608,-0.770910425392358,0.5963940614757919,3.205722042051932,-1.5166195380084795,4.722341580060411,-0.9118874017532307,-2.4954788098856677,1.583591408132437,0.636,-4.407923379890956,-4.952822452628012,0.5448990727370555,Oil Services,22.837388564714768,Price ratios,10,9
Composite > +1.0,top,18,10,55.55555555555556,5.5,5.0,30.76923076923077,60.0,1.9987162165832473,-0.770910425392358,2.7696266419756053,-0.7794325573806192,-1.5166195380084795,0.7371869806278603,0.6118799731209139,-2.4954788098856677,3.107358783006582,0.78,-3.7245099102464794,-4.952822452628012,1.2283125423815324,Oil Services,22.837388564714768,Price ratios,10,9
Composite > +1.5,top,11,10,81.81818181818183,7.0,5.0,11.11111111111111,60.0,-2.5575698989070585,-0.770910425392358,-1.7866594735147006,1.4076924224176455,-1.5166195380084795,2.9243119604261247,-5.7777783531003815,-2.4954788098856677,-3.2822995432147137,0.2655,-12.251341013479875,-4.952822452628012,-7.298518560851863,Oil Services,22.837388564714768,Price ratios,10,9
13w ROC crosses < 0,top,26,10,3.8461538461538463,8.0,-5.5,100.0,10.0,-2.175657952650489,-0.770910425392358,-1.404747527258131,-4.404304789393069,-1.5166195380084795,-2.8876852513845894,-3.877214378222393,-2.4954788098856677,-1.3817355683367252,0.3435,1.426424590375485,-4.952822452628012,6.379247043003497,Oil Services,22.837388564714768,Price ratios,10,9
Ratio crosses < 40w MA,top,14,10,7.142857142857142,9.0,-5.5,83.33333333333334,10.0,1.8768316983333038,-0.770910425392358,2.6477421237256618,2.0317598808541524,-1.5166195380084795,3.548379418862632,5.260387776965262,-2.4954788098856677,7.75586658685093,0.947,4.4005598138852635,-4.952822452628012,9.353382266513275,Oil Services,22.837388564714768,Price ratios,10,9
Extended + ROC cross,top,4,10,25.0,8.0,-4.0,100.0,10.0,1.3973185637534686,-0.770910425392358,2.1682289891458266,2.1975057633759114,-1.5166195380084795,3.714125301384391,-4.066287478772097,-2.4954788098856677,-1.570808668886429,0.435,14.058685749193605,-4.952822452628012,19.011508201821616,Oil Services,22.837388564714768,Price ratios,10,9
Extended + MA cross,top,1,10,0.0,,,,0.0,-13.507962641259152,-0.770910425392358,-12.737052215866793,-12.61575898344539,-1.5166195380084795,-11.099139445436911,13.09648956528986,-2.4954788098856677,15.591968375175528,0.8665,40.311080615372276,-4.952822452628012,45.26390306800029,Oil Services,22.837388564714768,Price ratios,10,9
wRSI < 30,bottom,15,9,20.0,1.0,1.0,0.0,22.22222222222222,-2.77928769986684,-0.770910425392358,-2.008377274474482,-2.5652735828362716,-1.5166195380084795,-1.0486540448277921,-3.319326619914868,-2.4954788098856677,-0.8238478100292004,0.582,-17.592325882280768,-4.952822452628012,-12.639503429652756,Oil Services,22.837388564714768,Price ratios,10,9
wRSI < 25,bottom,9,9,11.11111111111111,6.0,6.0,0.0,11.11111111111111,-1.539451349700638,-0.770910425392358,-0.7685409243082799,-2.8243476796613955,-1.5166195380084795,-1.307728141652916,-1.825166960104083,-2.4954788098856677,0.6703118497815848,0.44,-13.77835663589827,-4.952822452628012,-8.825534183270257,Oil Services,22.837388564714768,Price ratios,10,9
Channel z < -1.5,bottom,24,9,25.0,6.0,3.0,45.45454545454545,44.44444444444444,0.14309129334696088,-0.770910425392358,0.9140017187393189,-2.626746911015445,-1.5166195380084795,-1.1101273730069656,-1.356804481870079,-2.4954788098856677,1.1386743280155887,0.357,-2.8531865349777257,-4.952822452628012,2.099635917650286,Oil Services,22.837388564714768,Price ratios,10,9
Channel z < -2.0,bottom,15,9,33.33333333333333,3.0,2.5,16.666666666666664,44.44444444444444,-2.664315332010512,-0.770910425392358,-1.8934049066181542,1.401525121970445,-1.5166195380084795,2.9181446599789247,-3.1886018714434217,-2.4954788098856677,-0.6931230615577539,0.562,-11.646934350897851,-4.952822452628012,-6.694111898269839,Oil Services,22.837388564714768,Price ratios,10,9
40w stretch z < -1.5,bottom,10,9,10.0,6.0,2.0,50.0,11.11111111111111,-2.4780404783900543,-0.770910425392358,-1.7071300529976963,-2.182598492584559,-1.5166195380084795,-0.6659789545760795,-1.1603408740447851,-2.4954788098856677,1.3351379358408826,0.3975,-15.537351336326992,-4.952822452628012,-10.58452888369898,Oil Services,22.837388564714768,Price ratios,10,9
Composite < -1.0,bottom,33,9,24.242424242424242,7.0,2.5,30.0,44.44444444444444,0.7964145067429297,-0.770910425392358,1.5673249321352878,-3.1457186409895153,-1.5166195380084795,-1.6290991029810358,-2.7805813832760347,-2.4954788098856677,-0.28510257339036693,0.5155,-6.463124937962515,-4.952822452628012,-1.5103024853345035,Oil Services,22.837388564714768,Price ratios,10,9
Composite < -1.5,bottom,20,9,25.0,5.0,4.0,16.666666666666664,44.44444444444444,-1.832145180176807,-0.770910425392358,-1.061234754784449,-0.9618296197385519,-1.5166195380084795,0.5547899182699276,-3.2345485918115555,-2.4954788098856677,-0.7390697819258878,0.567,-9.387971415777546,-4.952822452628012,-4.435148963149534,Oil Services,22.837388564714768,Price ratios,10,9
13w ROC crosses > 0,bottom,26,9,11.538461538461538,5.0,-6.0,72.72727272727273,33.33333333333333,-2.196710049071549,-0.770910425392358,-1.425799623679191,-2.3312859102807484,-1.5166195380084795,-0.8146663722722689,-4.820249927902977,-2.4954788098856677,-2.3247711180173094,0.7725,1.749267578784209,-4.952822452628012,6.7020900314122205,Oil Services,22.837388564714768,Price ratios,10,9
Ratio crosses > 40w MA,bottom,14,9,0.0,,-10.0,100.0,0.0,3.2328544808887876,-0.770910425392358,4.003764906281146,2.641559997505027,-1.5166195380084795,4.158179535513506,9.141562852253644,-2.4954788098856677,11.637041662139312,0.0085,6.244843513160611,-4.952822452628012,11.197665965788623,Oil Services,22.837388564714768,Price ratios,10,9
Washed + ROC cross,bottom,4,9,25.0,5.0,5.0,0.0,11.11111111111111,-2.3860295972599364,-0.770910425392358,-1.6151191718675784,-6.93273779487893,-1.5166195380084795,-5.416118256870451,-13.24829277525346,-2.4954788098856677,-10.752813965367793,0.9205,-10.056186113504538,-4.952822452628012,-5.103363660876526,Oil Services,22.837388564714768,Price ratios,10,9
wRSI > 70,top,10,11,40.0,8.0,8.0,0.0,27.27272727272727,-0.9007976346608458,0.10315830363010223,-1.003955938290948,0.4841137698512344,0.23856891731745253,0.24554485253378186,-1.033904154869757,0.39665426397945797,-1.4305584188492149,0.2215,-0.5733944928580957,0.8358892328801217,-1.4092837257382174,Aerospace & Defense,9.215855159010971,Price ratios,11,10
