date,ticker,name,signal,universe,xs_1m,xs_3m,xs_6m,xs_12m,mae,period,rel5,w_rsi,m_rsi,rv,drawdown,move21,mkt_part,sec_part,spec_part,driver,mkt_gauge,regime,credit_stress
2020-03-20,A,Agilent Technologies,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.06262,0.00123,0.07681,0.16546,0.00000,Out-of-sample 2015+,0.49346,32.23207,46.25498,0.62800,0.26262,-0.23826,-0.47473,0.04447,0.19201,Market,97.11640,Panic,True
2011-08-18,AAON,AAON Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.07800,0.23365,-0.03980,-0.06940,-0.05691,In-sample 2005-14,0.99092,33.61172,48.16292,0.71307,0.30705,-0.36217,-0.18636,-0.01246,-0.16335,Market,85.23878,Panic,False
2020-03-12,AAON,AAON Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.14937,-0.13537,-0.16568,-0.05066,-0.17946,Out-of-sample 2015+,0.73715,35.84017,47.79782,0.67467,0.30964,-0.28920,-0.41764,-0.02306,0.15151,Market,99.89418,Panic,True
2025-03-11,AAON,AAON Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.04587,-0.14705,-0.16892,-0.16545,-0.10376,Out-of-sample 2015+,2.27926,34.11102,49.72104,0.57260,0.41429,-0.31389,-0.10045,0.01374,-0.22718,Specific,84.39153,Panic,False
2025-12-18,AAON,AAON Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.26959,0.15414,0.66708,,-0.00345,Out-of-sample 2015+,0.37887,38.51685,46.04033,0.47504,0.45257,-0.19042,0.03697,0.02018,-0.24757,Specific,45.03968,Calm,False
2026-07-29,AAON,AAON Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.17110,,,,-0.14808,Out-of-sample 2015+,0.12617,39.45280,48.10525,0.58963,0.42712,-0.39286,-0.03260,-0.03479,-0.32547,Specific,60.18519,Calm,False
2016-02-17,AAP,Advance Auto Parts Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.02968,-0.06844,-0.04499,-0.12316,0.00000,Out-of-sample 2015+,0.62613,38.14738,49.62000,0.41988,0.28402,-0.00612,0.02243,-0.00915,-0.01940,Specific,87.40741,Elevated,True
2008-09-29,AAPL,Apple Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.11737,-0.01408,0.24670,0.69680,-0.29184,In-sample 2005-14,16.44327,26.67090,44.79794,0.66811,0.47325,-0.50113,-0.17265,-0.07649,-0.25199,Specific,100.00000,Elevated,False
2008-01-17,AB,AllianceBernstein Holding L.P.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.04343,-0.01683,-0.06154,-0.31539,0.00000,In-sample 2005-14,1.98958,27.02459,41.67051,0.41375,0.31934,-0.20673,-0.10097,0.00926,-0.11502,Specific,95.95238,Elevated,False
2008-04-23,AB,AllianceBernstein Holding L.P.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.06319,-0.05290,-0.29397,-0.35032,-0.26935,In-sample 2005-14,0.97364,36.66511,38.91776,0.31236,0.35444,-0.14426,0.02785,-0.02243,-0.14968,Specific,83.65079,Elevated,False
2008-08-04,AB,AllianceBernstein Holding L.P.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.01073,-0.29805,-0.33935,-0.39073,-0.66771,In-sample 2005-14,1.01422,39.23405,35.98448,0.68054,0.40694,-0.00785,-0.01430,0.05890,-0.05245,Specific,90.63492,Elevated,False
2011-08-08,ABM,ABM Industries Incorporated,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.01151,-0.04115,0.02769,-0.21641,-0.07800,In-sample 2005-14,0.42208,22.61027,39.52667,0.43453,0.35226,-0.31112,-0.22302,0.00011,-0.08821,Market,88.03398,Panic,False
2009-01-15,ABT,Abbott Laboratories,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.15663,-0.09655,-0.21476,-0.22011,-0.14022,In-sample 2005-14,0.72426,40.12955,45.91638,0.27375,0.16512,-0.04078,-0.01529,0.02780,-0.05329,Specific,96.03175,Elevated,False
2020-03-20,ABT,Abbott Laboratories,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.27445,0.04478,0.22133,0.17279,0.00000,Out-of-sample 2015+,0.43813,31.22502,44.68359,0.68037,0.25974,-0.26304,-0.37498,0.05496,0.05698,Market,97.11640,Panic,True
2025-04-10,ACA,Arcosa Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.07533,-0.03110,-0.06996,0.12074,-0.02687,Out-of-sample 2015+,0.16152,34.48268,46.63400,0.46037,0.32465,-0.06179,-0.08936,0.00176,0.02581,Market,94.02116,Panic,False
2009-01-20,ACGL,Arch Capital Group,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.08859,-0.19250,-0.19525,-0.26865,-0.32323,In-sample 2005-14,0.72059,46.37224,45.84901,0.34477,0.19786,-0.00741,-0.07955,-0.03117,0.10331,Market,97.22222,Elevated,False
2009-04-21,ACGL,Arch Capital Group,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.01153,0.02871,-0.03847,-0.07526,0.00000,In-sample 2005-14,0.72109,44.18022,37.43834,0.45006,0.30736,0.05344,0.07670,0.01545,-0.03871,Market,89.20635,Elevated,False
2016-01-27,ACGL,Arch Capital Group,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.00341,-0.04153,-0.07288,0.09911,-0.00991,Out-of-sample 2015+,0.77240,37.79508,56.38170,0.37549,0.15145,-0.06848,-0.05182,-0.01497,-0.00169,Market,86.66667,Elevated,True
2020-03-12,ACGL,Arch Capital Group,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.16734,-0.20210,-0.31542,-0.33704,-0.32133,Out-of-sample 2015+,0.41446,27.34444,41.57641,0.40380,0.36322,-0.44237,-0.24086,-0.02258,-0.17893,Market,99.89418,Panic,True
2008-10-02,ACHC,Acadia Healthcare Company Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.07159,-0.35896,-0.46715,-0.42249,-0.57447,In-sample 2005-14,1.87930,40.35200,41.90222,1.48530,0.25000,-0.10135,-0.01591,0.00000,-0.08544,Specific,99.92063,Elevated,False
2009-01-02,ACHC,Acadia Healthcare Company Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.02790,-0.28943,0.16984,-0.25213,-0.56522,In-sample 2005-14,1.29693,31.50942,29.77663,2.05484,0.61000,0.06169,0.02947,-0.00283,0.03506,Specific,94.76190,Elevated,False
2008-10-03,ACN,Accenture,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.02898,0.09817,0.03273,0.11162,-0.20191,In-sample 2005-14,0.88356,40.28555,47.20967,0.64496,0.16631,-0.10126,-0.09418,-0.00932,0.00224,Market,99.84127,Elevated,False
2020-03-12,ACN,Accenture,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.00968,0.07995,0.16833,0.12463,-0.13705,Out-of-sample 2015+,0.92852,23.79243,43.62648,0.43087,0.29358,-0.32989,-0.28612,0.03000,-0.07376,Market,99.89418,Panic,True
2008-10-09,ADBE,Adobe Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.12742,-0.11435,-0.08240,0.01869,-0.24631,In-sample 2005-14,0.92847,26.65330,39.09227,0.81179,0.41688,-0.37512,-0.25567,0.00503,-0.12447,Market,100.00000,Elevated,False
2007-07-25,ADC,Agree Realty Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.09763,0.10203,0.15920,0.18040,-0.03509,In-sample 2005-14,1.16838,34.23465,49.09788,0.29606,0.15298,-0.05351,0.01231,-0.02014,-0.04568,Specific,72.46032,Elevated,False
2020-03-16,ADC,Agree Realty Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.11491,-0.08231,-0.18885,-0.42033,-0.20089,Out-of-sample 2015+,1.06146,32.38513,45.61816,0.63766,0.28435,-0.29315,-0.06068,-0.31457,0.08209,Sector,99.76190,Panic,True
2017-12-01,ADEA,Adeia Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.26355,0.18683,0.00957,-0.21480,0.00000,Out-of-sample 2015+,0.61896,33.23302,32.69606,0.61686,0.56293,-0.13921,0.03724,0.00283,-0.17928,Specific,30.06614,Calm,False
2020-03-18,ADI,Analog Devices,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.06044,0.06316,-0.11848,0.05960,-0.06898,Out-of-sample 2015+,0.63360,27.99213,42.13201,0.76983,0.33620,-0.36057,-0.55794,0.08618,0.11119,Market,98.43915,Panic,True
2025-04-22,ADI,Analog Devices,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.06836,0.05348,0.06944,0.86672,0.00000,Out-of-sample 2015+,0.08291,37.87012,43.71293,0.65311,0.26472,-0.13549,-0.11022,0.00729,-0.03255,Market,89.86772,Panic,False
2008-08-07,ADM,Archer Daniels Midland,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.11277,0.06349,0.42447,0.30368,-0.41984,In-sample 2005-14,2.76572,24.75035,38.57384,0.41544,0.45811,-0.19074,0.01449,0.00372,-0.20895,Specific,85.15873,Elevated,False
2020-03-16,ADP,Automatic Data Processing,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.05233,-0.06533,-0.28758,-0.11498,-0.15704,Out-of-sample 2015+,0.49769,25.21100,39.46594,0.52967,0.32018,-0.37962,-0.34248,0.01636,-0.05350,Market,99.76190,Panic,True
2008-10-08,ADSK,Autodesk,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.21266,-0.25874,-0.21785,-0.24414,-0.43089,In-sample 2005-14,2.81838,33.38837,39.51883,0.64186,0.46983,-0.22683,-0.26338,-0.01973,0.05628,Market,100.00000,Elevated,False
2009-01-14,ADSK,Autodesk,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.13179,0.15660,0.08292,0.30714,-0.23902,In-sample 2005-14,1.70969,34.44031,35.10894,0.46608,0.58273,-0.03709,-0.04748,0.00855,0.00184,Market,95.95238,Elevated,False
2008-10-10,AEHR,Aehr Test Systems Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.02134,-0.16139,-0.56252,-0.66066,-0.50847,In-sample 2005-14,0.86891,25.96132,35.51907,1.16004,0.73829,-0.33898,-0.22605,0.00148,-0.11440,Market,100.00000,Elevated,False
2020-03-18,AEIS,Advanced Energy Industries Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.17989,0.44743,0.16525,1.05978,-0.05513,Out-of-sample 2015+,1.28216,28.33518,37.50316,0.92688,0.54388,-0.70573,-0.65444,0.19157,-0.24286,Market,98.43915,Panic,True
2008-08-05,AEM,Agnico Eagle Mines Limited,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.06843,-0.10509,0.41843,0.40655,-0.57055,In-sample 2005-14,4.33044,36.35919,49.93401,0.52416,0.39225,-0.37746,0.01482,-0.11967,-0.27261,Specific,84.96032,Elevated,False
2008-11-03,AEM,Agnico Eagle Mines Limited,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.00125,0.74852,0.48357,0.58694,-0.23607,In-sample 2005-14,2.66170,31.54568,38.63993,1.46159,0.64247,-0.49604,-0.02172,-0.05093,-0.42339,Specific,98.69048,Elevated,False
2020-03-13,AEM,Agnico Eagle Mines Limited,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.19595,0.29443,0.82198,-0.12476,-0.06022,Out-of-sample 2015+,0.82499,31.34879,41.49780,0.67988,0.41498,-0.46034,0.11773,-0.00877,-0.56929,Specific,99.04762,Panic,True
2008-10-14,AEO,American Eagle Outfitters Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.02765,0.15817,0.68356,0.87565,-0.24362,In-sample 2005-14,0.83414,31.84608,30.41852,0.90986,0.54791,-0.40254,-0.24799,-0.08697,-0.06758,Market,99.76190,Elevated,False
2008-10-13,AES,AES Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.03642,0.06083,-0.12370,0.55660,-0.28331,In-sample 2005-14,1.03162,26.40710,28.87638,1.17888,0.57967,-0.40652,-0.20619,-0.08651,-0.11383,Market,99.76190,Elevated,False
2009-01-26,AFG,American Financial Group Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.04952,-0.08986,0.17122,0.04880,-0.29855,In-sample 2005-14,0.53287,38.39063,34.41324,0.60658,0.42727,-0.17945,-0.04405,-0.00942,-0.12598,Specific,95.07937,Elevated,False
2020-03-13,AFG,American Financial Group Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.09170,-0.13726,-0.18851,0.50022,-0.16406,Out-of-sample 2015+,0.51389,21.98149,35.43764,0.44623,0.33432,-0.39651,-0.18874,-0.02732,-0.18045,Market,99.04762,Panic,True
2020-04-30,AFL,Aflac,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.06424,-0.18050,-0.22755,0.03029,-0.12643,Out-of-sample 2015+,0.27033,39.94117,37.99936,0.44966,0.33522,0.08399,0.14777,-0.06141,-0.00237,Market,92.30159,Elevated,True
2008-10-02,AGCO,AGCO Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.02777,-0.10155,-0.12666,-0.20861,-0.45677,In-sample 2005-14,1.72843,29.64422,42.19147,0.88744,0.47711,-0.41595,-0.16655,-0.10598,-0.14342,Market,99.92063,Elevated,False
2009-01-02,AGCO,AGCO Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.03506,-0.04629,-0.00007,-0.00552,-0.43233,In-sample 2005-14,0.89500,36.09091,37.26308,0.90284,0.63140,0.20230,0.11384,0.02758,0.06087,Market,94.76190,Elevated,False
2020-03-20,AGM,Federal Agricultural Mortgage Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.02559,0.06815,-0.06440,0.38921,0.00000,Out-of-sample 2015+,1.78055,18.55948,33.30749,0.70893,0.49786,-0.50494,-0.38786,-0.04307,-0.07401,Market,97.11640,Panic,True
2020-03-18,AGO,Assured Guaranty Ltd.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.26539,-0.03899,-0.42677,0.57565,-0.05054,Out-of-sample 2015+,0.38059,14.37206,29.64486,1.67109,0.58199,-0.79102,-0.28836,-0.04247,-0.46019,Specific,98.43915,Panic,True
2010-07-29,AGX,Argan Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.01017,-0.08908,-0.09014,0.04852,-0.10324,In-sample 2005-14,0.82113,25.97411,36.91655,0.57546,0.48323,-0.19189,0.03517,0.00916,-0.23622,Specific,46.87944,Calm,False
2020-03-18,AGYS,Agilysys Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.00328,0.03746,0.35018,2.00624,-0.04916,Out-of-sample 2015+,0.35845,27.76335,39.49757,0.97989,0.64722,-1.00796,-0.23722,0.04411,-0.81485,Specific,98.43915,Panic,True
2020-03-13,AIN,Albany International Corp.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.04969,0.20576,-0.10968,0.43047,-0.21893,Out-of-sample 2015+,0.66140,22.24837,34.58990,0.50959,0.51679,-0.51751,-0.24594,-0.00042,-0.27116,Specific,99.04762,Panic,True
2008-10-06,AIR,AAR Corp.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.31447,0.51639,0.26503,0.67813,-0.16774,In-sample 2005-14,0.87088,35.05532,36.00166,0.80640,0.65153,-0.17134,-0.26374,-0.03115,0.12355,Market,100.00000,Elevated,False
2006-06-09,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.00476,-0.06608,0.12907,0.03392,-0.06735,In-sample 2005-14,2.52818,41.17644,56.70248,0.44916,0.25105,-0.26094,-0.13153,0.00875,-0.13816,Specific,51.42857,Calm,False
2006-09-08,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.11442,0.20300,0.02180,0.21461,0.00000,In-sample 2005-14,2.12018,43.98214,53.22885,0.27832,0.28237,0.02252,0.06267,0.02170,-0.06186,Market,22.77778,Calm,False
2007-08-09,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.01941,0.10047,0.03213,0.12790,-0.08596,In-sample 2005-14,1.87313,42.27254,53.15272,0.84388,0.19975,-0.16654,-0.08577,-0.02319,-0.05758,Market,88.09524,Elevated,False
2008-01-16,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.24557,0.36143,0.20413,0.16290,0.00000,In-sample 2005-14,2.48505,38.97350,48.07541,0.43096,0.28881,-0.14861,-0.11236,-0.00374,-0.03251,Market,92.38095,Elevated,False
2008-04-29,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.13242,0.24614,0.12065,0.30869,-0.03228,In-sample 2005-14,2.62281,42.02861,46.74422,0.44338,0.29524,-0.18951,0.09197,0.01055,-0.29202,Specific,83.80952,Elevated,False
2008-09-29,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.10029,-0.05573,-0.06808,-0.12323,-0.44761,In-sample 2005-14,1.48015,43.56263,48.41617,0.70584,0.27157,-0.17045,-0.25042,0.01610,0.06387,Market,100.00000,Elevated,False
2008-12-29,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.10688,-0.02361,0.00582,-0.08822,-0.21182,In-sample 2005-14,1.92339,40.09090,39.73018,0.75050,0.41532,-0.00703,-0.01429,0.02293,-0.01567,Specific,95.23810,Elevated,False
2011-09-22,AIT,Applied Industrial Technologies Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.05972,0.17437,0.26322,0.29550,-0.05596,In-sample 2005-14,0.51834,38.72030,47.57913,0.35145,0.24690,-0.04488,-0.03532,0.00239,-0.01195,Market,89.90460,Panic,False
2020-03-12,AIZ,Assurant,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.02969,-0.10585,-0.10464,-0.14875,-0.23075,Out-of-sample 2015+,0.42799,27.78364,43.94894,0.41693,0.31910,-0.36371,-0.24052,-0.02773,-0.09546,Market,99.89418,Panic,True
2022-12-06,AIZ,Assurant,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.02158,-0.07641,-0.11917,0.13729,-0.09035,Out-of-sample 2015+,0.22124,36.06973,41.33793,0.22501,0.32137,0.07013,0.02690,-0.00926,0.05249,Specific,56.28307,Calm,False
2020-03-18,AJG,Arthur J. Gallagher & Co.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.00072,0.14941,0.11553,0.14621,-0.00452,Out-of-sample 2015+,0.55552,29.43258,43.95920,0.83817,0.33356,-0.39984,-0.26032,-0.01266,-0.12685,Market,98.43915,Panic,True
2026-02-10,AJG,Arthur J. Gallagher & Co.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.05874,-0.13766,0.11242,,-0.06197,Out-of-sample 2015+,0.29836,27.07413,39.43468,0.37371,0.38633,-0.21886,-0.00087,-0.04714,-0.17086,Specific,46.83862,Calm,False
2006-05-23,AKR,Acadia Realty Trust,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.10679,0.13463,0.19804,0.17646,0.00000,In-sample 2005-14,3.58978,44.78150,64.22899,0.32296,0.14641,-0.08693,-0.05240,-0.01311,-0.02142,Market,51.62698,Calm,False
2007-07-27,AKR,Acadia Realty Trust,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.04898,0.10186,0.14998,0.13520,-0.03838,In-sample 2005-14,3.55802,34.83916,53.36076,0.38508,0.18713,-0.11802,-0.04418,-0.03766,-0.03619,Market,85.95238,Elevated,False
2007-11-09,AKR,Acadia Realty Trust,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.00854,0.00192,0.03464,-0.06661,-0.12358,In-sample 2005-14,2.27200,46.41058,56.28253,0.32202,0.13654,-0.11341,-0.07694,-0.02256,-0.01392,Market,95.07937,Elevated,False
2008-02-12,AKR,Acadia Realty Trust,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.04375,0.03416,0.05481,-0.12731,-0.07529,In-sample 2005-14,2.32381,46.17641,52.90130,0.40921,0.16031,-0.00376,-0.04356,0.08425,-0.04446,Specific,94.40476,Elevated,False
2008-07-30,AKR,Acadia Realty Trust,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.03126,-0.02474,-0.11385,-0.13540,-0.37060,In-sample 2005-14,1.85325,41.30169,47.94998,0.33930,0.19770,-0.03070,0.00454,0.02283,-0.05808,Specific,85.39683,Elevated,False
2008-10-28,AKR,Acadia Realty Trust,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.09685,-0.12848,-0.05440,-0.03985,-0.37632,In-sample 2005-14,1.32143,28.48980,34.94932,0.89038,0.40815,-0.42968,-0.16491,-0.11739,-0.14739,Market,99.36508,Elevated,False
2009-01-29,AKR,Acadia Realty Trust,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.01523,0.10786,0.00394,0.13317,-0.24422,In-sample 2005-14,0.71466,37.09382,31.73875,0.70807,0.50900,-0.06811,-0.03110,-0.01242,-0.02459,Market,94.12698,Elevated,False
2008-10-02,ALB,Albemarle Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.00642,-0.02540,0.12241,0.23234,-0.41444,In-sample 2005-14,1.53272,26.27452,40.12390,0.51230,0.40116,-0.30493,-0.13353,-0.05104,-0.12037,Market,99.92063,Elevated,False
2009-01-14,ALB,Albemarle Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.00816,0.13566,0.03669,0.32052,-0.30475,In-sample 2005-14,0.88715,39.69070,36.00854,0.52370,0.51395,0.08095,-0.05525,0.00023,0.13597,Specific,95.95238,Elevated,False
2023-11-02,ALB,Albemarle Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.16542,-0.25537,-0.16408,-0.55372,-0.14798,Out-of-sample 2015+,0.60927,27.28921,38.61243,0.48303,0.61416,-0.23985,0.02045,-0.02465,-0.23565,Specific,21.58730,Calm,False
2024-08-14,ALB,Albemarle Corporation,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.11654,0.29027,-0.04762,-0.13221,-0.02830,Out-of-sample 2015+,0.07758,26.64159,34.42175,0.50704,0.63285,-0.29360,-0.08461,0.00742,-0.21641,Specific,45.83333,Calm,False
2020-03-12,ALG,Alamo Group Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.13316,-0.11838,-0.16870,0.13366,-0.24359,Out-of-sample 2015+,0.83101,31.45968,46.24567,0.55502,0.28257,-0.31136,-0.25818,-0.03472,-0.01846,Market,99.89418,Panic,True
2020-03-12,ALLE,Allegion,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.18164,-0.21763,-0.37168,-0.42994,-0.29500,Out-of-sample 2015+,0.68001,38.08554,53.01883,0.57052,0.25565,-0.28795,-0.27399,-0.01259,-0.00137,Market,99.89418,Panic,True
2008-01-30,ALV,Autoliv Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.05146,0.20600,-0.14407,-0.23479,-0.04814,In-sample 2005-14,1.85030,31.17062,41.76787,0.29787,0.25453,-0.11246,-0.06431,0.01266,-0.06080,Market,95.00000,Elevated,False
2008-07-22,ALV,Autoliv Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.01380,-0.17560,-0.20264,0.08763,-0.44188,In-sample 2005-14,1.15910,31.78684,36.57182,0.43172,0.38079,-0.25904,-0.02620,0.00249,-0.23534,Specific,85.79365,Elevated,False
2020-03-18,AMAT,Applied Materials,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.08208,0.20439,0.00134,1.23782,-0.05474,Out-of-sample 2015+,0.99005,30.99242,43.87538,0.78927,0.41878,-0.50868,-0.60069,0.22395,-0.13194,Market,98.43915,Panic,True
2022-03-07,AMBA,Ambarella Inc.,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",-0.01613,-0.04622,-0.24044,-0.04814,-0.23843,Out-of-sample 2015+,0.89066,32.50973,45.13123,0.70489,0.60934,-0.45778,-0.15349,-0.01319,-0.29111,Specific,86.08466,Panic,False
2008-10-24,AME,Ametek,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.11962,0.09269,0.07545,-0.03817,-0.00661,In-sample 2005-14,2.40175,24.34945,38.08450,0.81260,0.42267,-0.30367,-0.31690,-0.01441,0.02763,Market,100.00000,Elevated,False
2009-02-19,AME,Ametek,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.06659,-0.10414,-0.21385,-0.08971,-0.13108,In-sample 2005-14,1.13174,38.98364,38.49039,0.39805,0.44053,-0.06707,-0.02844,-0.02617,-0.01246,Market,95.23810,Elevated,False
2020-03-16,AME,Ametek,Buy signal: all four conditions (chosen),"US stocks (S&P 500, Nasdaq-100 + screener list)",0.04274,0.13435,0.19904,0.25905,-0.11669,Out-of-sample 2015+,0.34197,21.45896,38.40262,0.58842,0.38459,-0.48133,-0.37844,-0.03080,-0.07209,Market,99.76190,Panic,True
