Date,Market gauge,List,Universe,Ticker,Name,Group,met_leader,met_weekly,met_monthly,met_vol_spike,5Y rel,Weekly RSI,Weekly pct,Weekly thr,Monthly RSI,Monthly pct,Monthly thr,Vol 20d,Vol spike level,Days since spike,Drawdown,21d move,Driver,Signal date,Days ago,Earnings,Base rate
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",CW,Curtiss-Wright Corporation,Information Technology,True,True,False,True,4.2569,34.1632,0.0247,40.7119,54.6298,0.2810,45.7461,0.2845,0.3585,14.0000,0.2810,-0.1811,Specific,,,,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",TGLS,Tecnoglass Holdings Inc.,Consumer Discretionary,True,True,True,False,0.3912,34.7512,0.0735,37.1980,34.6165,0.0443,39.1024,0.3470,0.6574,,0.4729,-0.0941,Specific,,,,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",AZO,AutoZone,Consumer Discretionary,True,True,True,False,0.3500,34.8875,0.0261,41.2668,42.6264,0.0229,50.5489,0.2137,0.3406,,0.3359,-0.0564,Specific,,,Due in 6d,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",TDG,TransDigm Group,Industrials,True,True,True,False,0.4525,35.3508,0.0142,44.6331,42.9322,0.0043,51.5778,0.2207,0.4008,,0.2551,-0.1274,Sector,,,,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",AGX,Argan Inc.,Consumer Discretionary,True,True,False,True,13.5148,35.4861,0.0906,36.0085,52.5046,0.3693,42.2247,0.5437,0.6258,17.0000,0.5066,-0.3319,Specific,,,Reported 14d ago,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",IBP,Installed Building Products Inc.,Consumer Discretionary,True,True,True,False,0.0926,36.8685,0.0560,39.9343,46.8559,0.0876,47.0964,0.4425,0.5377,25.0000,0.4134,-0.1792,Specific,,,,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",PFGC,Performance Food Group Company,Consumer Discretionary,True,True,True,False,0.1205,37.8011,0.0376,42.6019,50.3694,0.0932,50.8487,0.2330,0.4649,,0.2194,-0.1301,Specific,,,,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",APG,APi Group Corporation,Consumer Discretionary,True,True,True,False,0.8969,38.0587,0.0439,43.2003,54.0515,0.0952,55.6344,0.4047,0.4308,,0.2559,-0.1780,Specific,,,,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",FN,Fabrinet,Utilities,True,True,False,True,4.3278,38.1235,0.0660,40.8585,50.3312,0.2099,46.3991,0.4174,0.6396,15.0000,0.4740,-0.3440,Specific,,,Reported 30d ago,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",ORLY,O'Reilly Automotive,Consumer Discretionary,True,True,True,False,0.6709,39.3221,0.0573,42.4298,47.2551,0.0523,51.9542,0.1951,0.4743,,0.2238,-0.0726,Specific,,,,
2026-09-16,36.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",ROAD,Construction Partners Inc.,Industrials,True,True,True,False,1.7152,40.5468,0.0898,41.8544,49.2056,0.0465,51.2412,0.3945,0.6280,,0.3232,-0.2108,Sector,,,,
