Date,Market gauge,List,Universe,Ticker,Name,Group,met_leader,met_weekly,met_monthly,met_vol_spike,5Y rel,Weekly RSI,Weekly pct,Weekly thr,Monthly RSI,Monthly pct,Monthly thr,Vol 20d,Vol spike level,Days since spike,Drawdown,21d move,Driver,Signal date,Days ago,Earnings,Base rate
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",TGLS,Tecnoglass Holdings Inc.,Consumer Discretionary,True,True,True,False,0.4211,33.8563,0.0653,37.1980,34.1926,0.0443,39.1024,0.3465,0.6574,,0.4819,-0.0871,Specific,,,,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",AZO,AutoZone,Consumer Discretionary,True,True,True,False,0.3532,34.7405,0.0254,41.2668,42.5636,0.0229,50.5489,0.2065,0.3406,,0.3370,-0.0745,Specific,,,Due in 5d,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",AGX,Argan Inc.,Consumer Discretionary,True,True,False,True,14.4265,34.7424,0.0856,36.0086,51.8746,0.3497,42.2247,0.5474,0.6258,18.0000,0.5200,-0.3075,Specific,,,Reported 15d ago,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",TDG,TransDigm Group,Industrials,True,True,True,False,0.5276,35.0821,0.0104,44.6331,42.7448,0.0043,51.5778,0.2209,0.4007,,0.2579,-0.1279,Specific,,,,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",IBP,Installed Building Products Inc.,Consumer Discretionary,True,True,True,False,0.1357,36.7555,0.0560,39.9343,46.7976,0.0876,47.0964,0.4479,0.5377,26.0000,0.4148,-0.1641,Specific,,,,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",PFGC,Performance Food Group Company,Consumer Discretionary,True,True,True,False,0.1197,37.1918,0.0305,42.6019,49.9773,0.0932,50.8487,0.2321,0.4648,,0.2254,-0.1356,Specific,,,,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",FN,Fabrinet,Utilities,True,True,False,True,4.3467,37.2374,0.0576,40.8585,49.3279,0.1768,46.3991,0.4158,0.6395,16.0000,0.4897,-0.2107,Specific,,,,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",APG,APi Group Corporation,Consumer Discretionary,True,True,True,False,0.9624,38.5959,0.0502,43.2003,54.4716,0.0952,55.6344,0.4011,0.4308,,0.2508,-0.1349,Specific,,,,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",ROAD,Construction Partners Inc.,Industrials,True,True,True,False,1.8094,40.3453,0.0875,41.8544,49.0287,0.0349,51.2412,0.3918,0.6279,,0.3265,-0.1666,Sector,,,,
2026-09-17,19.8000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",ORLY,O'Reilly Automotive,Consumer Discretionary,True,True,True,False,0.6398,40.9405,0.0754,42.4298,48.0844,0.0556,51.9542,0.1911,0.4743,,0.2126,-0.0647,Specific,,,,
