Date,Market gauge,List,Universe,Ticker,Name,Group,met_leader,met_weekly,met_monthly,met_vol_spike,5Y rel,Weekly RSI,Weekly pct,Weekly thr,Monthly RSI,Monthly pct,Monthly thr,Vol 20d,Vol spike level,Days since spike,Drawdown,21d move,Driver,Signal date,Days ago,Earnings,Base rate
2026-09-21,16.7000,Buy Signal,"US Stocks (S&P 500, Nasdaq-100 + screener list)",FICO,Fair Isaac,Information Technology,True,True,True,True,0.2785,37.7451,0.0826,39.5275,37.7880,0.0490,44.8863,0.4239,0.4719,17.0000,0.5081,-0.1959,Specific,2026-09-17,2,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-21,16.7000,Buy Signal,"US Stocks (S&P 500, Nasdaq-100 + screener list)",HLI,Houlihan Lokey Inc.,Financials,True,False,True,True,0.0740,41.9431,0.1325,40.1088,42.5960,0.0252,52.6556,0.3203,0.3668,17.0000,0.3550,0.0410,Specific,2026-09-18,1,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-21,16.7000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",GOLF,Acushnet Holdings Corp.,Consumer Discretionary,True,True,True,True,0.4204,38.3196,0.0537,42.1009,50.5322,0.0381,54.6060,0.2342,0.3725,12.0000,0.3068,-0.0794,Specific,2026-09-10,7,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-21,16.7000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",RBA,RB Global Inc.,Consumer Discretionary,True,True,True,True,0.1097,33.0534,0.0138,41.7319,43.7021,0.0327,47.5025,0.2619,0.3710,13.0000,0.2926,-0.0385,Specific,2026-09-04,10,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-21,16.7000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",HWKN,Hawkins Inc.,Consumer Discretionary,True,True,False,False,3.3512,41.7111,0.0899,42.2473,49.5344,0.1111,48.8016,0.3555,0.4769,40.0000,0.3132,0.0503,Specific,2026-08-20,21,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-21,16.7000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",AAON,AAON Inc.,Industrials,True,True,True,False,1.3974,37.8105,0.0478,41.9237,46.1268,0.0425,49.4274,0.3934,0.5909,25.0000,0.4836,-0.0537,Sector,2026-08-10,29,,"-2.1% 6m xs, 40% hit (n=105)"
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",DKS,DICK'S Sporting Goods Inc.,Consumer Discretionary,True,True,True,False,0.9524,26.6740,0.0170,39.0199,33.8257,0.0147,43.4597,0.4846,0.5029,,0.4782,-0.3041,Specific,,,Reported 27d ago,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",XENE,Xenon Pharmaceuticals Inc.,Health Care,True,True,True,False,1.0826,28.7025,0.0281,34.6275,44.7333,0.0312,52.8147,0.4149,0.8242,,0.4505,-0.3472,Specific,,,,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",AZO,AutoZone,Consumer Discretionary,True,True,True,False,0.2488,33.3995,0.0174,41.2631,42.0265,0.0229,50.5489,0.1915,0.3405,,0.3466,-0.0536,Specific,,,Due in 1d,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",CW,Curtiss-Wright Corporation,Information Technology,True,True,False,True,4.4201,33.7722,0.0232,40.6452,54.4125,0.2778,45.7461,0.2660,0.3585,17.0000,0.2835,-0.1238,Specific,,,,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",DECK,Deckers Brands,Consumer Discretionary,True,True,True,False,0.0142,33.7800,0.0507,37.7678,40.0032,0.0392,43.5387,0.2746,0.6505,,0.3366,-0.0971,Specific,,,,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",BOOT,Boot Barn Holdings Inc.,Consumer Discretionary,True,True,True,False,0.5030,34.1876,0.0824,36.7667,43.8093,0.0233,48.3831,0.4000,0.7058,,0.4022,-0.2240,Specific,,,,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",TGLS,Tecnoglass Holdings Inc.,Consumer Discretionary,True,True,True,False,0.5434,35.1233,0.0747,37.0770,34.3260,0.0443,39.1024,0.3577,0.6573,,0.4763,-0.1015,Specific,,,,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",TJX,TJX Companies,Consumer Discretionary,True,True,True,False,0.8321,36.0553,0.0210,43.3630,48.7620,0.0556,51.5763,0.1901,0.3990,,0.2199,-0.0692,Specific,,,,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",NRG,NRG Energy,Utilities,True,True,False,True,2.4115,36.8918,0.0867,37.6936,43.9965,0.2046,37.9154,0.3291,0.4696,14.0000,0.4351,-0.1047,Sector,,,,
2026-09-21,16.7000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",ORLY,O'Reilly Automotive,Consumer Discretionary,True,True,True,False,0.5335,38.1496,0.0449,42.4084,46.7223,0.0523,51.9542,0.1797,0.4743,,0.2312,-0.0696,Specific,,,,
