Date,Market gauge,List,Universe,Ticker,Name,Group,met_leader,met_weekly,met_monthly,met_vol_spike,5Y rel,Weekly RSI,Weekly pct,Weekly thr,Monthly RSI,Monthly pct,Monthly thr,Vol 20d,Vol spike level,Days since spike,Drawdown,21d move,Driver,Signal date,Days ago,Earnings,Base rate
2026-09-24,8.4000,Buy Signal,"US Stocks (S&P 500, Nasdaq-100 + screener list)",HLI,Houlihan Lokey Inc.,Financials,True,True,True,False,0.0608,37.4310,0.0636,40.1088,40.7412,0.0084,52.6556,0.3581,0.3668,20.0000,0.3709,-0.0068,Sector,2026-09-23,1,,"-2.1% 6m xs, 40% hit (n=105)"
2026-09-24,8.4000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",FICO,Fair Isaac,Information Technology,True,True,True,False,0.4147,35.2901,0.0551,39.5275,36.4695,0.0490,44.8863,0.4261,0.4719,20.0000,0.5443,-0.2468,Specific,2026-09-17,5,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-24,8.4000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",GOLF,Acushnet Holdings Corp.,Consumer Discretionary,True,True,True,True,0.6620,38.8577,0.0616,42.1009,50.7343,0.0381,54.6060,0.2402,0.3723,15.0000,0.3031,-0.0418,Sector,2026-09-10,10,,"-2.1% 6m xs, 40% hit (n=105)"
2026-09-24,8.4000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",RBA,RB Global Inc.,Consumer Discretionary,True,True,True,True,0.2687,31.6914,0.0101,41.7319,43.1345,0.0196,47.5025,0.2427,0.3709,16.0000,0.3031,-0.0301,Specific,2026-09-04,13,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-24,8.4000,Radar,"US Stocks (S&P 500, Nasdaq-100 + screener list)",HWKN,Hawkins Inc.,Consumer Discretionary,True,False,False,False,3.6135,42.5967,0.1094,42.2473,49.9216,0.1176,48.8016,0.3560,0.4768,43.0000,0.3064,0.0693,Specific,2026-08-20,24,,"+5.8% 6m xs, 52% hit (n=690)"
2026-09-24,8.4000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",XENE,Xenon Pharmaceuticals Inc.,Health Care,True,True,True,False,1.2570,28.0484,0.0182,34.6275,44.1139,0.0312,52.8147,0.4256,0.8241,,0.4636,-0.3701,Specific,,,,
2026-09-24,8.4000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",IONS,Ionis Pharmaceuticals Inc.,Health Care,True,True,True,False,0.2222,29.6716,0.0145,36.6481,41.8915,0.0915,42.3553,0.4043,0.7810,,0.4935,-0.3108,Specific,,,,
2026-09-24,8.4000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",DKS,DICK'S Sporting Goods Inc.,Consumer Discretionary,True,True,True,False,1.1592,31.3600,0.0356,39.0199,35.4852,0.0220,43.4597,0.3764,0.5027,,0.4376,0.0821,Specific,,,Reported 30d ago,
2026-09-24,8.4000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",ATO,Atmos Energy,Utilities,True,True,True,False,0.0921,31.4492,0.0065,44.1511,50.5695,0.0915,51.6040,0.1245,0.2861,,0.1770,-0.0665,Sector,,,,
2026-09-24,8.4000,Setting Up,"US Stocks (S&P 500, Nasdaq-100 + screener list)",CALM,Cal-Maine Foods Inc.,Consumer Staples,True,True,True,False,0.9064,31.7976,0.0094,40.4787,44.0150,0.0686,45.2460,0.2964,0.6244,,0.2839,-0.1861,Specific,,,Due in 6d,
